w_bigram,freq
илъэс бжыгъэкIэ,6
гъэм майм,6
1963 гъэм,5
Iуэху зехьэкIэм,5
гъэм декабрым,5
Брай Адэлбий,5
адыгэ щIалэ,5
къалэмыпэм къыщIэкIа,5
Куэд щIащ,5
абы дежкIэ,5
Сытым дежи,5
псы щIыIэ,5
зауэм хэкIуэдащ,5
щхьэкIэ умыгузавэ,5
Iуэху зытет,5
цIыху цIыкIур,5
Мис итIанэ,5
закъуэ фIэкIа,5
арэзы мэхъу,5
АтIэ сыт,5
цIыкIу мыгъуэ,5
Щхьэлыкъуэ къуажэм,5
псалъэ куэд,5
1966 гъэм,5
хуэдэ Iуэху,5
игу къэкIыжри,5
щхьэм пщIэ,5
хъыбар гуэр,5
къэрал академическэ,5
гугъу сщIы,5
пIалъэ зыщIэ,5
Зауэ нэужьым,5
имыIэу епхащ,5
щытыкIэ гугъум,5
лIэщIыгъуэ блэкIам,5
Социалист Лэжьыгъэм,5
ирокъу Хьэвжокъуэ,5
2005 гъэм,5
псори фIыуэ,5
нэхъ лъапIэщ,5
Олимп джэгухэм,5
ЖьакIэмыхъу КIунэ,5
Iэмал зимыIэ,5
Мывэ лъэхъэнэ,5
Пушкин Александр,5
гъэхэм къыщыщIэдзауэ,5
адыгэбзэмрэ адыгэ,5
Абы нэмыщIкIэ,5
жыхуаIэм хуэдэ,5
Ефэнды Джылахъстэн,5
фIыуэ солъагъу,5
нэгу щIэкIар,5
ехъулIэныгъэ нэхъ,5
языныкъуэхэм деж,5
художественнэ Iэзагъ,5
къэрал институтым,5
Абы папщIэ,5
Гъыбзэ хуэфащэт,5
гугъу сщIа,5
1557 гъэм,5
Мыщэ лъэбжьанэ,5
Iуащхьэмахуэ лъапэ,5
Хэт сыт,5
нэхъ дахэр,5
Аддэ жыжьэу,5
фIэщыгъэм щIэту,5
жиIащ Алэдамэ,5
лъэпкъ театрым,5
Iуэху зыIутыр,5
дыщэ губгъуэ,5
IэфI дыдэу,5
Алыхьым ещIэ,5
зэчий зыбгъэдэлъ,5
хъыджэбз хьэщIэм,5
Жэщи махуи,5
жиIэу арат,5
Ара хъунщ,5
2018 гъэм,5
щыкъу анэм,5
сыт жыпIэмэ,5
АфIэунэ Лиуан,5
хабзэ дахэр,5
зэи зыми,5
фIэщыгъэм щIэт,5
Абрэдж Мырзэбэч,5
зым адрейм,5
лIы цIыкIум,5
Ауэ иджы,5
зауэм хэкIуэда,5
ящыщ зыт,5
дэт Литературэ,5
Гамзатов Расул,5
зыхуей хуэзэу,5
хуэдэ къабзэу,5
абы сыт,5
лъэпкъ хэлъкъым,5
Иджы мис,5
ауэ иджы,5
гъуэгу теувэжащ,5
Еплъыт абы,5
адыгэ газетым,5
Апхуэдэм деж,5
хъан гуащэм,5
Илъэс куэд,5
зауэлI мин,5
жиIа щхьэкIэ,5
пащIэкIэ щIэгуфIыкIащ,5
усэ куэдым,5
цIыху Iувым,5
Махуэ къэскIэ,5
Тыркумрэ Кърымымрэ,5
дыдэу жиIащ,5
Быж Нэгъур,5
нэгъуэщI зыгуэрым,5
гъэм апрелым,5
фIэкIа зыри,5
гъэхэм Хьэсэн,5
Абы къыдэкIуэуи,5
Жекамухова Компьютерный,5
Компьютерный набор,5
дунейм тетыр,5
хуэдэу щымытми,5
яужь дыдэу,5
урыс дзэпщхэм,5
ФIы дыдэу,5
дауэ хъун,5
гугъа щхьэкIэ,5
зауэ нэужьым,5
илъэс 25-рэ,5
зэплъыр анэр,5
абы къыхуагъэфэщащ,5
сыт пщIэн,5
абырэ сэрэ,5
цIэрыIуэ хъуа,5
цIыху къызэрыгуэкIым,5
жэщ псом,5
Сыт хуэдизрэ,5
Печать офсетная,5
дзэ къулыкъум,5
ЛIыхъужь цIэ,5
лъакъуэ лъэныкъуэр,5
пщыхэмрэ уэркъхэмрэ,5
кабардинском языке,5
тIощIрэ пщIырэ,5
Марина Жекамухова,5
Вындыжь Марие,5
псэ закъуэ,5
япэ адыгэ,5
азэн джэ,5
зэман лъандэрэ,5
зэи IэщIыб,5
лъэпкъ псоми,5
тхыдэр щыхьэт,5
уей дуней,5
еджэу щытащ,5
нэхъ лъагэу,5
гъэм Налшык,5
культурэмкIэ щIыхь,5
джэ макъыр,5
лъэпкъ литературэхэм,5
литературэм къикIуа,5
тхьэмадэ Сэхъурокъуэ,5
Иджы сыт,5
лъэпкъ художественнэ,5
дунейм зэрехыжрэ,5
Абы ипкъ,5
гъэм ноябрым,5
жыг хадэ,5
Къэбэрдей усыгъэм,5
етIощIанэ лIэщIыгъуэм,5
гъащIэм щыщ,5
усэхэм ящыщ,5
сэр щхьэкIэ,5
курыт школым,5
адыгэ тхакIуэхэм,5
лIэщIыгъуэм икухэм,5
махуэ апщий,5
зыми шэч,5
мыпхуэдэ хъыбар,5
гъэрэ щIырэ,5
Пщы уэлийм,5
щыса нэужь,5
абы иджыри,5
бэракъ плъыжь,5
еджапIэ нэхъыщхьэм,5
сэлам гуапэ,5
Сыту куэд,5
адрей пэшым,5
унэ лъэгур,5
пащтыхь гуащэмрэ,5
уэр фIэкIа,5
Куэд щIакъым,5
къэхутэныгъэхэмкIэ институтым,5
жылэ псом,5
Iуэхур абы,5
ящыщ куэдым,5
адэжь хэкум,5
зауэ гуащIэ,5
зэрыжиIам хуэдэу,5
яку къыдэхъуэ,5
щIалэхэм ящыщ,5
Къущхьэ СулътIан,5
гум къэкIыжащ,5
АрщхьэкIэ дэнэт,5
куэд иIэщ,5
блэкIа лIэщIыгъуэм,5
Бахъсэн псыхъуэ,5
Илъэс мин,5
щIым щыщ,5
гугъу умыщIмэ,5
адыгэ псори,5
IэплIэ хуещI,5
Апхуэдэу екIуэкIыурэ,5
лэжьакIуэ цIэрыIуэ,5
лъэ макъыр,5
къуэ Шардын,5
тырку пащтыхьым,5
гъэм Москва,5
Хьэжыгъэ пут,5
усакIуэ нэхъ,5
дунейм тета,5
пащIэкIэ къыщIогуфIыкI,5
лъапсэм псы,5
кIуэцI IуэхухэмкIэ,5
пщIэрэ щIыхьрэ,5
пасэрей адыгэхэр,5
Мэремыкъуэ Хъусен,5
тенджыз ФIыцIэм,5
ЖьакIэмыхъу КIунэрэ,5
къэрал псом,5
Дэтхэнэ зыми,5
ЦIыху гъащIэр,5
лъэпкъ псом,5
армырауэ пIэрэ,5
1928 гъэм,5
щхьэусыгъуэ иIэщ,5
къыхиха IэщIагъэм,5
Абы сыт,5
тхыгъэ нэхъыфIхэр,5
Iэджэ щIащ,5
КIуэкIуэ Валерэ,5
мыгъуэу пIэрэ,5
хамэ щIыпIэм,5
уафэ лъащIэм,5
Тэрч областым,5
иджыпсту абы,5
щыпсэу адыгэхэр,5
1950 гъэм,5
хунэмыс щIыкIэ,5
Тут Заур,5
гъэм щегъэжьауэ,5
нэмыс щIыкIэ,5
дуней еплъыкIэр,5
пасэрей цIыхум,5
апхуэдэ хъыбар,5
адэжь лъахэм,5
Iэдакъэм къыщIэкIащ,5
пкъыр занщIэу,5
ЩIы щIагъым,5
Адыгэ Академием,5
лъэпкъ зыбжанэм,5
къуэш нэхъыщIэ,5
зыр нэхъ,5
нэхъ хуабжь,5
дэнэ деж,5
абы щыгъуэщ,5
дыщэ медалыр,5
Мис абыхэм,5
псэр пытыху,5
1924 гъэм,5
IэмыщIэ илъ,5
джабэ задэм,5
1861 гъэм,5
къэрал гъунапкъэм,5
Совет властым,5
Абы игу,5
фэр пыкIащ,5
Совет властыр,5
мыхьэнэ зиIэ,5
Усэхэмрэ поэмэхэмрэ,5
куэд хэлъщ,5
Нало Жансэхъу,5
абы жэуап,5
къэпхь хъунущ,5
удзи къремыкI.,5
Тенджыз ФIыцIэм,5
сымэ хуэдэ,5
унафэм щIэту,5
ЖыпIэ хъунущ,5
пащтыхь гуащэ,5
дунейм тетащ,5
нобэ хуэдэ,5
щым хъуащ,5
фIэщ мыхъужу,5
адыгэ литературэ,5
95-рэ ирокъу,5
нэгъуэщI щIыпIэхэм,5
джабэ нэкIум,5
гъуни нэзи,5
махуэ фIыуэ,5
хуейуэ къызолъытэ,5
тхыгъэ купщIафIэхэр,5
Лохвицкий Михаил,5
щыхьэт зытехъуэр,4
упщIэхэм жэуап,4
ужь итщ,4
Хамэ къэралхэм,4
зауэм кIэ,4
Щихухэр иджыри,4
щэху гуэр,4
хьэм бажэ,4
Нобэ хуэдэу,4
Теувэж СулътIан,4
Алий цIыкIу,4
Iэдэм сымэ,4
жыхьэнмэ мафIэм,4
куэдрэ къэхъурт,4
Сыту Iейуэ,4
жысIэ щхьэкIэ,4
Зауэ нэужь,4
нэхърэ нэхъыжь,4
IэплIэ хуищIащ,4
мин бжыгъэхэр,4
фIыуэ плъагъу,4
Лъэпкъ литературэм,4
пщащэ дахэ,4
Iэзэ дыдэу,4
Iус Ростов,4
адыгэ усакIуэ,4
Аращ зэплъыр,4
ЦIыху цIыкIур,4
илъэс 400,4
чэзу хъуащ,4
езы Къамбот,4
Iуэхур здэщыIэр,4
ЩIыхь тхылъхэр,4
Жьэгу пащхьэ,4
къыщыдэкI газетхэмрэ,4
мурад ищIат,4
Къашыргъэ КIурацэ,4
Сонэ Абдулчэрим,4
адыгэ литературэмрэ,4
1864 гъэм,4
Гъуэгупэ псалъэ,4
Уэхъутэ Абдулыхь,4
Япэ дунейпсо,4
апрель мазэм,4
иужь зэманым,4
Япэ дыдэ,4
дамыгъэ лъапIэ,4
илъэс дыдэм,4
Мыз Ахьмэд,4
лэжьыгъэ IэнатIэ,4
чемпион хъуащ,4
щIалэ хьэщIэр,4
Дыгъэ шыр,4
абы зэи,4
Александр Невскэм,4
апхуэдэ цIыху,4
Iуэхум нэхъ,4
щIыналъэм хыхьэ,4
гуащэм деж,4
псэм телъ,4
ужь иуващ,4
зэращIым хуэдэу,4
цIыху къэс,4
къикIуа гъуэгуанэм,4
цIэрэ щхьэрэ,4
Абы къикIыркъым,4
апхуэдэ Iэмал,4
ГукъэкIыжхэм щыщщ,4
закъуэ нэхъ,4
Заказ №75,4
тета псалъэзэблэдзым,4
Брат Хьэбас,4
абы хуабжьу,4
бжэIупэм Iут,4
фIыуэ ищIэрт,4
махуэ хъун,4
иджыри мэкI,4
иужьрей илъэс,4
пьесэм хэт,4
зауэ IуэхухэмкIэ,4
лъандэрэ илъэс,4
апхуэдэу щхьэ,4
адэм илъ,4
ину жиIащ,4
сщIэ мыгъуэрэ,4
жагъуэ хъуауэ,4
Егъэджэныгъэмрэ щIэныгъэмкIэ,4
Заказ №201,4
Къэбэрдей драмэ,4
щIыпIэ жыжьэ,4
къыхуагъэфэщауэ щытащ,4
Берычэт бесын,4
жей IэфIым,4
абы хуэдэ,4
къэс жыхуаIэм,4
куууэ щыгъуазэ,4
мэл хъушэм,4
пIэрэ иджы,4
дауэ цIыхум,4
1997 гъэм,4
пщы щIалэм,4
адыгэ лъэпкъыр,4
1998 гъэм,4
зым адрейр,4
Бэрзэдж Джырандыкъуэ,4
дэр нэхърэ,4
Къэсей хьэжыр,4
хуит къыщащIыжым,4
Дунейм ехыжам,4
пщащэ цIыкIум,4
фIыуэ къыгурыIуэрт,4
Iуэху куэд,4
щIагъ Дрикъуху,4
фIэкI пщIэнтэкъым,4
мелуанрэ мин,4
Дрикъуху дыщIэгъэс,4
хэт зыщIэр,4
тхьэм щхьэкIэ,4
Мухьэмэд бегъымбарым,4
дауэ ущыт,4
Къатхъэн Назир,4
нэгъуэщI щIыпIэхэми,4
уэр щхьэкIэ,4
Мэжид дадэ,4
хуэфащэ гулъытэ,4
хуэдэу зещI,4
абы фIэкI,4
бзэр хъума,4
адэж ЛIы,4
адэм ядэм,4
абы щыгъуи,4
Ауэ иджыпсту,4
Къауц щхьэнтэ,4
Хьэжы Джырандыкъуэ,4
ауэ иджыпсту,4
1923 гъэм,4
1975 гъэм,4
1968 гъэм,4
игукIэ жеIэ,4
къэрал IуэхухэмкIэ,4
тедзапIэм къыщыдэкIащ,4
19-нэ лIэщIыгъуэм,4
Арауэ къыщIэкIынщ,4
япэ секретарь,4
Абы ехьэлIауэ,4
мыхьэнэшхуэ иIащ,4
иужькIэ абы,4
фIыуэ сощIэж,4
Пхуэдэ абы,4
Заказ №246,4
пащIыр зыт,4
теухуа тхыгъэхэр,4
лIыгъэ хэлъу,4
МафIэ мыужьых,4
Ари пэжщ,4
Абы шэч,4
къанжэ унэм,4
лирическэ лIыхъужьым,4
адрей псоми,4
дэт университетым,4
2014 гъэм,4
Псыжь Iуфэ,4
Къэбэрдей-Балъкъэр щIэныгъэ-къэхутакIуэ,4
пщэдджыжьым жьыуэ,4
лъэныкъуэкIэ убгъэдыхьэмэ,4
зэман жыжьэм,4
ЩIыр щытыхукIэ,4
сыт ищIэнт,4
Хурсанэрэ Дахэзилэрэ,4
уэрэ дэрэ,4
къуэ цIыкIу,4
Ауэ дыноплъыху,4
зыри жамыIэу,4
гур гъэпсэху,4
тхыгъэ зыбжанэ,4
IэщIыб ищIакъым,4
гъащIэмрэ ажалымрэ,4
псэм пащIыр,4
дунейм къыщытехьар,4
адыгэ нарт,4
щытыхукIэ блэ,4
фIэщ хъуащ,4
Заказ №1715,4
Ауэ апхуэдэ,4
Адыгэ тхакIуэхэм,4
хъаным деж,4
ауэ зыри,4
Бахъсэн куейм,4
хуэдэ цIыху,4
Абы къищынэмыщIауэ,4
Урыс-Кавказ зауэр,4
ПпэIэщIэ сыхъухункIэ,4
КIуэкIуэ Юрий,4
унафэ къищтащ,4
кIэм нэсу,4
дыдэ хъуат,4
Заказ №94,4
щIэкIыжа нэужь,4
Iэтащхьэ КIуэкIуэ,4
мыбы нэс,4
нэгу щIэкIахэм,4
пщэ къыдохуэ,4
щIалэжь цIыкIу,4
цIэр фIэсщынщ,4
лIыгъэм папщIэ,4
иуха нэужь,4
макъ зэхэпхмэ,4
ауэ къызэрымыкIуэу,4
нэр къихуащ,4
щIалэ гуэрым,4
лъэпкъ мащIэхэм,4
Телъхьэ уанэр,4
урыс тхакIуэ,4
щIалэ закъуэ,4
лIыжь цIыкIу,4
щыщ пычыгъуэ,4
нэхъ куу,4
щIэныгъэмкIэ щIыхь,4
Къэжэр Индрис,4
сабий садым,4
Сыт хуэдизу,4
хуэм дыдэурэ,4
1971 гъэм,4
Дахэзилэрэ Хурсанэрэ,4
хъыбар гъэщIэгъуэн,4
иужь илъэсхэм,4
абы хэту,4
адыгэ къуажэ,4
Iуэхур щекIуэкIыр,4
Адыгэ псалъэр,4
нэху ухъу,4
фIэщ хъун,4
абы куэдрэ,4
теухуа псалъэмакъыр,4
2008 гъэм,4
бгырыс лъэпкъхэм,4
адыгэ мамлюкхэм,4
жыджэру хэтащ,4
тенджыз ФIыцIэ,4
цIэр къыфIащащ,4
къуэ кIуэцIым,4
къалэн нэхъыщхьэр,4
мыпхуэдэ псалъэ,4
жиIащ пщым,4
хъума хъунымкIэ,4
щыIэ псоми,4
УсакIуэ ЩоджэнцIыкIу,4
творческэ гъуэгуанэр,4
Кавказ зауэмрэ,4
къыщалъхуа къуажэм,4
куэду зэхэт,4
нэхъ Iейуэ,4
нэхърэ зэрынэхъ,4
къэралыгъуэр илъэси,4
къыдэкIыгъуэм тета,4
Тэрч районым,4
Япэ адыгэ,4
Джэрыджэ Арсен,4
хьэ банэ,4
ИтIанэ абы,4
яужь итщ,4
гъащIэ гъуэгум,4
Махуэм дунейр,4
хэт ищIэн,4
хуейуэ арати,4
Шэрджэс Алий,4
лъапIэр къыфIащащ,4
бжэ къуагъым,4
Адыгэ пщащэ,4
2000 гъэм,4
Лирикэ лIыхъужьым,4
гъащIэр зырикIт,4
шэч къытрихьэртэкъым,4
Путин Владимир,4
зэрыщытам хуэдэу,4
лъэпкъым къыдекIуэкI,4
къарур инщ,4
лъэкI къимыгъанэу,4
Iэр ищIащ,4
адыгэ бзылъхугъэм,4
фIэкI умыщIэну,4
гъуэгу кIыхь,4
Тхьэ дыдэ,4
зэрыт тхылъ,4
Илъэс дапщэ,4
хуэдиз хъууэ,4
тхыгъэхэм ящыщ,4
Заказ №1139,4
мэз Iувым,4
Заказ №814,4
зэи къэхъуакъым,4
жиIащ Удынэ,4
жэщ гуэрым,4
сонет Iэрамэм,4
сонет Iэрамэр,4
пшэ фIыцIэ,4
Кавказ зауэжьым,4
узыншагъэ быдэ,4
Сонет Iэрамэм,4
Президент Путин,4
1974 гъэм,4
Къэрал Думэм,4
гъащIэ гъуэгур,4
Черкес хэку,4
псом нэхъ,4
дежкIэ нэхъыщхьэр,4
1946 гъэм,4
нэгу щIэкI,4
илъэс ныкъуэ,4
щIыбагъ къыдэт,4
кIэух рифмэ,4
арат абы,4
псом цIэрыIуэ,4
хэхэс адыгэ,4
цIэрыIуэ куэд,4
цIыху мелуан,4
къуэш нэхъыжьым,4
ауэ ари,4
ящыщу нэхъ,4
джэ макъым,4
Хэкум папщIэ,4
ЦIыпIынэ Хьэсанш,4
унафэ хуещI,4
Адыгэ усыгъэм,4
къулыкъу щищIэну,4
Советская молодежь,4
акъылэгъу хъуащ,4
игу къигъэкIыжырт,4
Къэрал саугъэтхэм,4
1985 гъэм,4
Лермонтов Михаил,4
Истамбыл дэс,4
жыхуаIэм хуэдэт,4
езы дыдэм,4
БлэкIа лIэщIыгъуэм,4
Къардэн Мурат,4
деж лъагъунлъагъу,4
япэ махуэм,4
хуэдэу фIыуэ,4
художественнэ тхыгъэ,4
жиIащ Аджыкъу,4
щIэупщIащ Аджыкъу,4
граждан зауэм,4
жиIащ Илья,4
Къэбэрдеймрэ Урысеймрэ,4
тхьэм ищI,4
Iуэху бгъэдыхьэкIэм,4
хуей щыхъум,4
1948 гъэм,4
Зыми зыри,4
мыхъу щIыкIэ,4
уэрамым тет,4
гъэм мэкъуауэгъуэм,4
Iуэхур къызэрекIуэкIар,4
Дауэ мыгъуэ,4
жыхуаIэм хуэдэщ,4
нэгу щIэтщ,4
адыгэхэр абы,4
къуэ закъуэ,4
щхьэц Iувым,4
лIы мыцIыхум,4
етхуанэ къыдэкIыгъуэ,4
мин бжыгъэ,4
еплIанэ къыдэкIыгъуэ,4
мамэрэ папэрэ,4
къеплъащ абы,4
хъыджэбз хьэщIэр,4
хамэ щIыпIэ,4
къаз шыр,4
хэлъын хуей,4
Толстой Алексей,4
вакъуэ адэм,4
езы тхакIуэм,4
закъуэ дыдэу,4
къэбэрдей адыгэхэм,4
Къуныжь ХьэIишэт,4
Тенджыз Iуфэм,4
унафэ гуэр,4
жьэгу пащхьэ,4
дэнэ кIуэн,4
Ауэ хэт,4
Iэщым фIыуэ,4
дауэ щыт,4
нэхъ Iейр,4
адыгэ шум,4
НэгъуэщI мыхъуми,4
нэхъыбэ дыдэ,4
щызэхуэхьэса тхылъ,4
рифмэ ухуэкIэр,4
къэмыс щIыкIэ,4
НэгъуэщI хэкIыпIэ,4
хэкъузауэ жиIащ,4
дыгъэ бзийхэр,4
адыгэ щIалэр,4
цIыхубзхэм ящыщ,4
пIалъэм къриубыдэу,4
дуней гъащIэр,4
КIыщокъуэ Алимрэ,4
адэр дунейм,4
1996 гъэм,4
Мэлбахъуэ Тимборэ,4
нэхъ мащIэщ,4
Заказ №131,4
фIэщ хъууэ,4
махуэ къэскIэ,4
щIалэжь цIыкIухэм,4
щхьэщэ ищIащ,4
Дэбагъуэ Роман,4
ТекIуэныгъэ Иныр,4
Гулъытэншэ хъуахэр,4
Иныр илъэс,4
сом мелуан,4
Гъуэгу здытетым,4
гугъу ящIыр,4
щыщIэса илъэсхэм,4
щIагъуэ щыIэтэкъым,4
пIалъэ кIыхькIэ,4
шыбз гуартэр,4
абы жиIэр,4
Заказ №372,4
бзу цIыкIур,4
Адыгэ хэкум,4
нэгум къищу,4
доктор диссертацэр,4
нобэм къэс,4
деж къэсащ,4
мывэ сын,4
Къанщобийрэ Гуащэгъагърэ,4
Къамбот сымэ,4
кIэм деж,4
1993 гъэм,4
цIэ лъапIэхэр,4
дежкIэ зегъазэри,4
Нэху щыху,4
1992 гъэм,4
1960 гъэм,4
хэт лIыхъужьхэм,4
ЩIакIуэ кIапэ,4
Бэрэгъун Владимир,4
зиIэ пасэрей,4
Абыхэм яхэтщ,4
Урыс Хьэталий,4
Уигу къызумыгъабгъэ,4
цIыкIум хуэдэу,4
гугъу ищI,4
Шыбзыхъуэ Басир,4
Дигу къэдгъэкIыжынщ,4
жэуап къетыж,4
мывэ гъуанэм,4
гъущI гъуэгу,4
лъэпкъхэм яку,4
гъущI кIапсэ,4
зэрихьэу Москва,4
пIэ лъапэм,4
искусствэмкIэ щIыхь,4
секретару щытащ,4
сыти жыIи,4
Краснодар крайм,4
гушыIэмрэ ауанымрэ,4
шым уанэ,4
Хуэрэджейр мэгъагъэ,4
Печатный двор,4
нэгъуэщI хэкIыпIэ,4
зэи зыри,4
ТIыхъужь Алий,4
ФIыцIэ Iуфэм,4
гуапэу сэлам,4
абы зэреджэр,4
Сыт къыпщыщIар,4
хэту пIэрэ,4
хуейуэ унафэ,4
псы къиуам,4
нэхърэ нэхъыфIщ,4
усэ сатырхэм,4
лъандэрэ адыгэхэм,4
псы тIэкIу,4
шыуан цIыкIур,4
щапхъэу къэпхь,4
фIы гуэр,4
ФIыуэ узолъагъу,4
Къанокъуэ Арсен,4
фIыуэ ялъагъу,4
Пщыхьэщхьэ гуэрым,4
япэм хуэдэу,4
тхьэм жиIэмэ,4
гур зэIухауэ,4
Сытым щхьэкIэ,4
щхьэ мыхъурэ,4
Даур Аслъэн,4
нобэ щыщIэдзауэ,4
сатырхэм щыщщ,4
зыри жиIэртэкъым,4
дыщэ ахъшэ,4
абы езым,4
дахэ куэд,4
щапхъэ зыбжанэ,4
щхьэкIэ сыт,4
дуней нэху,4
уэрэд дахэ,4
адыгэ уэрэдыжьхэр,4
зэманым абы,4
Тхьэ лъапIэм,4
илъэси 150-рэ,4
Хъунщ иджы,4
етIуанэ Iыхьэм,4
хъер улъагъу,4
жылагъуэ гъащIэм,4
Мис ахэр,4
жаIэу щытащ,4
фIэщ хъунтэкъым,4
КIэрэф Залымджэрий,4
уэрэд жыIэкIэр,4
ящIу щытащ,4
щапхъэ зытрах,3
щхьэр ищIри,3
фIы дыдэуи,3
Адыгэ хэхэсхэм,3
абхъазхэмрэ адыгэхэмрэ,3
макъ зэхэсхащ,3
Заказ №473,3
Адыгэ щэнхабзэм,3
Заказ №791,3
Заказ №733,3
Плъыжь орденыр,3
илъэс бжыгъэ,3
жиIэ щхьэкIэ,3
адэр зыукIам,3
Заказ №370,3
апхуэдэу щыщыткIэ,3
упсын хуей,3
хэт жыIэт,3
Шэвлокъуэ Петр,3
зыри жиIэркъым,3
пшынэ макъ,3
псыгъуэ кIыхь,3
зыри хэткъым,3
жыг щхьэкIэ,3
хьэ цIыкIур,3
Заказ №2723,3
куэдрэ къохъу,3
щхьэ упсын,3
деж щынэхъ,3
псэр зышхын,3
куэд абы,3
Iэпкълъэпкъ псом,3
ину дыхьэшхащ,3
кандидат диссертацэр,3
нэхъ пажэхэм,3
мурад яIэу,3
адыгэ гъащIэм,3
тхылъым ихуа,3
ныбэ изу,3
пащтыхь гуащэм,3
гугъу щыщIар,3
Сыт сщIэн,3
Вагъуэ Плъыжь,3
Мысачэ Петр,3
Заказ №267,3
теухуа хъыбарыр,3
Хьэжмурат урысхэм,3
1991 гъэ,3
ауан сощI,3
лъэпкъ щыIэкъым,3
унэм щIыхьэжащ,3
нэужь лъэхъэнэм,3
Мамсыр Нэкъар,3
Литературэ институтыр,3
Кърым хъаныгъуэм,3
ЩыIэкъым мыбы,3
гуапэ мэхъу,3
Заказ №2045,3
Кавказым щыщ,3
жери лIыр,3
илъэсхэм абы,3
лэжьакIуэу щыта,3
Iуэхум теухуауэ,3
жэуап зыхьыр,3
тхыгъэ псори,3
псэ къабзэкIэ,3
Дауэ къыпщыхъурэ,3
Дауи ирехъуи,3
жиIэнур имыщIэу,3
бзыщIын хуей,3
лъэпкъ IуэрыIуатэм,3
Нэм къиплъыхьыр,3
цIыху цIыкIу,3
унэ ихьэжащ,3
Дунейм ехыжа,3
гъуэгу теуващ,3
кIэбгъу зищIыжащ,3
бжьэ матэ,3
мурад ищIауэ,3
псэу щIыкIэ,3
Тхьэм уиузэщI,3
къуэ нэхъыжьыр,3
Заказ №2210,3
гуэр деж,3
къару лъэщ,3
хуэдэ зэмани,3
жиIащ бажэм,3
Къанкъул Заур,3
щабэ дыдэу,3
Алим къыщалъхуа,3
илъэс пщыкIутху,3
Мис апхуэдэщ,3
Зауэм хэкIуэда,3
Заказ №183,3
абы нэгъуэщI,3
усэхэмрэ поэмэхэмрэ,3
Адыгэ къафэ,3
Къэтхьынщ щапхъэ,3
куу зыбгъэдэлъ,3
жиIащ Мысост,3
Илъэс тIощIрэ,3
дэнэ укъикIа,3
Заказ №2339,3
япэ къэбэрдей,3
Батыр ефэндыр,3
Къаплъэныфэ зыщыгъ,3
щхьэ бзыщIын,3
Дзэмыхь Къасболэт,3
щIэныгъэм щыхагъахъуэ,3
япэхэм хуэдэу,3
гугъу фщIыр,3
хэкур фIыуэ,3
зыми щымыщу,3
ЩоджэнцIыкIу Нурий,3
Адыгэ уэрэдыжьхэм,3
махуэхэм къыщыщIэдзауэ,3
илъэс бжыгъэм,3
нэхъ тыншщ,3
Батыр ефэндым,3
Хьэнфэн Алим,3
гъащIэм нэхъ,3
сыхьэт ныкъуэ,3
Тхьэм куэдрэ,3
Тхьэмокъуэ Барэсбий,3
щIыпIэ жыжьэхэм,3
щIакъуэ башыр,3
усакIуэщ Бицу,3
дауэ сыхъуну,3
ХьэIупщы Лолэ,3
Къэжэр Иннэ,3
IэнатIэ псоми,3
Тамбий Данил,3
зытIущ нэхъ,3
адыгэ усэ,3
Заказ №453,3
фIэкIа зэрыпщIэн,3
КъызэщIэкъуауэ къэбгъэлъагъуэмэ,3
Дауэ хъуми,3
Мис абдеж,3
усэ тхыным,3
адыгэбзи тетщ,3
Рейхстагым адыгэбзи,3
Псыхьэ нанэ,3
лъэпкъ куэд,3
Заказ №1238,3
минрэ щибгъурэ,3
щылажьэ Адыгэ,3
ФIыуэ плъагъут,3
гъэм февралым,3
усэ гуп,3
фIэкIа пщIэнкъым,3
фIыуэ сощIэ,3
тхылъ псом,3
купщIафIэ куэд,3
ехъулIэныгъэ иIэу,3
плIы гъэм,3
къыщесыр уэсыр,3
уэсыр ФIыуэ,3
лъэныкъуэ зырызкIэ,3
Тэрч-Кубань полкым,3
мин бжыгъэкIэ,3
щибгъурэ плIы,3
лъэпкъ куэдым,3
дауэ мыхъуми,3
Заказ №333,3
нэхъ къэсщтэнущ,3
нэхъ щабэ,3
къару гуэрым,3
нэхъ насыпыфIэ,3
Мэремкъул Ленэ,3
Шырыт Хьэтызэ,3
лъэныкъуэ куэдкIэ,3
нэгум хуиту,3
тхьэ пхузоIуэ,3
яужь дитщ,3
мазитI къэс,3
адыгэбзэкIэ къыдэкI,3
къалэн нэхъыщхьэу,3
Борис сымэ,3
Зытэлай дэкIри,3
щэхуу жиIащ,3
Ижь-ижьыж лъандэрэ,3
гупым хэт,3
Жэмбей КIуушкIэ,3
тхьэмадэ ХьэфIыцIэ,3
Бахъсэн къалэ,3
дахэ дыдэ,3
ХьэхъупащIэ Амырхъан,3
япэ къыдэкIыгъуэр,3
дунейм къызэрытехьэрэ,3
иIэн хуейщ,3
зыгуэр игу,3
пащхьэ къиуващ,3
шынагъуэ гуэр,3
хъыджэбз цIыкIухэр,3
ЛIуп Лидэ,3
макъ дахэ,3
фIэщ дыдэу,3
нэхъ курыхыу,3
щыхъум деж,3
Краснодар дэт,3
1560 гъэм,3
гъуэгу захуэ,3
цIыкIу мыгъуэр,3
Къэбэрдейми Урысейми,3
урыс къалэр,3
кIыхь хъуну,3
аргуэру зэщIэплъэжащ,3
