w_bigram,freq
лъэпкъым къыхэкIа,11
гъащIэ псор,11
ЕтIуанэ увыпIэр,11
Темыркъан Юрэ,11
цIэр фIащащ,11
аращ зэреджэр,11
унафэ къыщащтащ,11
ПащIэ Бэчмырзэ,11
жеIэ абы,11
Iуэху еплъыкIэм,11
апхуэдэ щIыкIэкIэ,11
Экономикэ зыужьыныгъэмкIэ,11
илъэс тIощIрэ,11
актёр цIэрыIуэ,11
хэхэс адыгэхэм,11
1989 гъэм,11
Сабий творчествэмкIэ,11
адрей лъэпкъхэм,11
спорт лIэужьыгъуэмкIэ,11
лъэныкъуэ куэдкIэ,11
щыщIэздза махуэм,11
жыхуаIэм хуэдэу,11
къалъхуащ тхыдэ,11
къэрал бюджет,11
Адыгэ ФIыщIэ,11
илъэс 85-рэ,11
куэд щIакъым,11
Урысей Федерацэми,11
нэхърэ нэхъыбэ,11
щыпсэу адыгэхэр,11
щIыналъэм щиIэ,11
щекIуэкIа зауэ,11
Къэбэрдей-Балъкъэр къудамэм,11
Абхъаз Республикэм,11
къалэн нэхъыщхьэхэм,11
Федеральнэ законым,11
гъэм республикэм,11
КъБР-м щиIэ,11
щэкIуэгъуэ мазэм,11
Къэбэрдей-Балъкъэрым щыщу,11
Лъэпкъ гвардием,11
ЩIэныгъэхэмкIэ Урысей,11
доллар мелард,11
махуэ дыдэм,11
къару имыIэжу,11
щыгъуи хуэдэу,11
упщIэхэм жэуап,11
Iуэху къиIэтащ,11
Мэзкуу дэт,11
зэман кIыхькIэ,11
социальнэ дэIэпыкъуныгъэмкIэ,11
Асанов Алим,11
хамэ щIыпIэ,11
къапсэлъ хабзэщ,11
фIыуэ хэзыщIыкI,11
КъБР-м щIэныгъэмкIэ,11
дэт ЩэнхабзэмкIэ,11
Къэбэрдей-Балъкъэр обкомым,11
апхуэдэ дыдэу,11
КъухьэпIэ Кавказым,11
нэхъ гъунэгъу,11
ЩIымахуэ Олимп,11
Хьэпэ Заур,11
Хуснуллин Марат,11
1987 гъэм,11
МафIэдз Сэрэбий,11
зыр зым,11
Урысейм зэрыгухьэрэ,11
къэрал мылъкур,11
иткIэ Къэбэрдей-Балъкъэр,11
къэфакIуэ ансамблым,11
2021 гъэхэм,11
Управленэ нэхъыщхьэу,11
деж щекIуэкIа,11
къалъхуащ экономикэ,11
Правительствэм 2019,11
1999 гъэм,11
Мис апхуэдэу,11
къэрал университетыр,11
псом япэрауэ,11
Урысей империем,10
хэтащ икIи,10
щынэхъ лъэщ,10
деж къапсэлъ,10
фIыуэ илъагъуу,10
нэхъыщхьэу щытащ,10
ХьэтIохъущокъуэ Къазий,10
щхьэусыгъуэ хуэхъуар,10
Республикэм узыншагъэр,10
Лэскэн ЕтIуанэ,10
Илъэс куэд,10
хьэрычэт Iуэху,10
урыс дзэпщхэм,10
генеральнэ директор,10
теухуауэ щытащ,10
Плъыжь орденыр,10
пасэрей адыгэ,10
гъэхэм къриубыдэу,10
гъунэгъу дыдэу,10
зауэ гуащIэм,10
ЛIыхъужь цIэр,10
урысейпсо зэгухьэныгъэм,10
къалэм щиIэ,10
Сыт хуэдэу,10
1905 гъэм,10
метри 2-рэ,10
щыпсэу цIыхухэм,10
Налшык щекIуэкIащ,10
Правительствэм 2020,10
къалъхуащ адыгей,10
къэпщытакIуэ гупым,10
дыщэ медалу,10
гъэ еджэгъуэм,10
кавказ лъэпкъхэм,10
Къэбэрдей-Балъкъэр Республикэр,10
бжыгъэр мин,10
щекIуэкIа Олимпиадэм,10
кIэух зэпеуэм,10
фэтэр куэду,10
Сурэтхэр Къарей,10
Урысейм ЩIэныгъэхэмкIэ,10
яужь итщ,10
федеральнэ бюджетым,10
ХудожествэхэмкIэ Урысей,10
дунейпсо махуэм,10
полномочнэ лIыкIуэу,10
гугъу сщIа,10
Iэтащхьэ Казбек,10
АрщхьэкIэ абы,10
хьэлъагъ елъытауэ,10
Илъэс куэдкIэ,10
Курыт еджапIэр,10
Российской Федерации,10
1979 гъэм,10
районым щиIэ,10
Абы щыщу,10
жылагъуэ IуэхущIапIэхэм,10
1-м щегъэжьауэ,10
къэралыгъуэр илъэси,10
чыристан диныр,10
къалъхуащ медицинэ,10
Iэмал игъуэтащ,10
район сымаджэщым,10
лъэхъэнэм ипэкIэ,10
Бемырзэ Мухьэдин,10
гупым хэтхэм,10
пашэ щыхъуащ,10
цIэ дыдэр,10
Шэджэм районым,10
фIыуэ илъагъурт,10
кIэзонэ IуэхущIапIэм,10
медицинэ факультетым,10
адэ къуэш,10
къуажэ администрацэм,10
лъэпкъым щыщ,10
Совет властыр,10
гъэм Инджылызым,10
щIалэгъуалэ гупым,10
адэжь лъахэм,10
щIыналъэ Iыхьэм,10
Лермонтов Михаил,10
гугъу щищIым,10
Куэд щIауэ,10
псэун папщIэ,10
къикIа спортсмен,10
Къэрмокъуэ Мухьэмэд,10
зэрихьэу Москва,10
папщIэ абы,10
Законым зэхъуэкIыныгъэхэр,10
1977 гъэм,10
дунейпсо класс,10
тырку сулътIаным,10
Iуэху къаIэтащ,10
Хьэрып Эмират,10
Ленин гъуэгу,10
сытым щыгъуи,10
тхыдэм теухуа,10
къыкIэлъыкIуэ илъэсым,10
Шэшэн Республикэм,10
экономикэ зыужьыныгъэмкIэ,10
Республикэм дыкъэзыухъуреихь,10
ящыщ дэтхэнэми,10
Адыгэ щIалэм,10
гектар мин,10
щыпсэу адыгэ,10
Iэмал ягъуэтащ,10
цIыху мелуани,10
нэхъ мащIэу,10
унафэр щызехьэнымкIэ,10
зауэм хэкIуэдащ,10
зэфIэкI лъагэ,10
фIэщыгъэм щIэт,10
наIуэ къэхъуащ,10
Къуэдзокъуэ Мухьэмэд,10
псалъэ гуапэ,10
IэщэкIэ зэщIэузэда,10
ХьэIупэ ДжэбрэIил,10
зэреджэр мыпхуэдэу,9
нэгъуэщI мыхъуми,9
адыгэбзэмрэ литературэмрэ,9
псом щэнейрэ,9
Ещанэ увыпIэр,9
гъэм Пётр,9
2020-2021 гъэхэм,9
къыкIэлъыкIуэ зэхъуэкIыныгъэхэр,9
икIи япэ,9
Америкэм щыщ,9
гъэм Совет,9
мыпхуэдэу къэхьын,9
медалхэр зыIэрагъэхьащ,9
Нобэр къыздэсым,9
Ткаченкэ Андрей,9
нэхъыфI дыдэхэм,9
Къэбэрдей-Балъкъэрым щиIэ,9
Азие Курытым,9
цIыху нэхъыбэ,9
Апхуэдэу щыщыткIэ,9
Пэжыр жысIэнщи,9
щIыналъэм щыIэ,9
цIэрыIуэ куэд,9
1998 гъэм,9
IэнатIэм зыщегъэужьыныр,9
нэIэм щIэт,9
Пащты Руслан,9
зэфIэкIа нэужь,9
зэфIэкI лъагэхэр,9
Мэкъумэш хозяйствэмкIэ,9
техникэ щIэныгъэхэм,9
Iуэху зехьэкIэ,9
еджапIэ №1-м,9
Ставрополь щIыналъэм,9
ЦIыхухэр егъэджэнымкIэ,9
Iуэхухэмрэ жылагъуэ,9
Къаныкъуэ Заринэ,9
нэхъ Iэзэ,9
щэнхабзэмрэ спортымрэ,9
къалэнхэр зыгъэзащIэр,9
Iуэху зыIутыр,9
щIагъуэ щымыIэу,9
зэхьэзэхуэ иным,9
дунейпсо зэгухьэныгъэм,9
щытащ абы,9
хъыджэбз цIыкIухэм,9
1-нэ Iыхьэм,9
ХьэкIуащэ Андрей,9
Республикэм физическэ,9
Шэрэдж районым,9
1552 гъэм,9
комплексым щекIуэкIащ,9
Iуащхьэмахуэ районым,9
еджэу щытащ,9
щиIэ фIыщIэхэм,9
Осетие Ищхъэрэм,9
лэжьэн щIидзащ,9
газетхэмрэ журналхэмрэ,9
Адыгэ Хасэ,9
1912 гъэм,9
зимыIэ медицинэ,9
гуапэ зэрыхъущи,9
икIи нэхъ,9
пэж дыдэу,9
ЩIалэ цIыкIум,9
икIи къэралым,9
географие зэгухьэныгъэм,9
щIэныгъэ лэжьакIуэ,9
дуней тетыкIэр,9
Бицу Анатолэ,9
ГъуазджэхэмкIэ сабий,9
Къэхъун къуажэм,9
зым адрейм,9
нэхъ цIыкIу,9
пэщIэдзэ классхэм,9
лъэпкъ IуэхухэмкIэ,9
зыгъэутхъуэ пкъыгъуэхэмрэ,9
япэ иту,9
Иджы абы,9
командэ нэхъ,9
дунейпсо фестивалым,9
лIа нэужь,9
адыгэ бзылъхугъэм,9
щекIуэкIа зауэм,9
областым хыхьэ,9
теухуа унафэм,9
илъэс 30-м,9
Толстой Лев,9
дзэ къулыкъум,9
куэд щыIэщ,9
30-м къыдигъэкIа,9
мэкъумэш хозяйствэм,9
нэхъыщхьэу КъБР-м,9
1945 гъэхэм,9
министр Къумахуэ,9
муниципальнэ щIыналъэхэм,9
Котляров Виктор,9
КIуэкIуэ Казбекрэ,9
абы щыхьэт,9
зауэ IэнатIэм,9
Ульбашев Мутай,9
пашэныгъэр щиубыдащ,9
Тэрч къалэм,9
ХьэтIохъущокъуэ Кургъуокъуэ,9
фIыуэ ялъагъуу,9
увыпIэр къахьащ,9
мэкъумэш университетым,9
иужь итщ,9
ЕмкIуж Андзор,9
КъБР-м ЩэнхабзэмкIэ,9
бгырыс лъэпкъхэм,9
Бахъсэн район,9
иджыри илъэс,9
коронавирус узыфэ,9
медицинэ дэIэпыкъуныгъэ,9
Уэсмэн къэралыгъуэм,9
зэманым абы,9
къызэрызэрагъэпэщрэ илъэс,9
адыгэ IуэрыIуатэм,9
дыдэм хуэдэу,9
хэIущIыIу ищIащ,9
къагъэсэбэпу щытащ,9
Iуащхьэмахуэ щIыналъэм,9
япэ махуэм,9
спорт школым,9
дэнэ щIыпIи,9
дзэ къулыкъур,9
2025 гъэхэм,9
Хъубий Марат,9
километр зэбгъузэнатIэ,9
нэхърэ нэхъыфIу,9
теухуауэ щыIэ,9
Ищхъэрэм ГъуазджэхэмкIэ,9
щытекIуахэмрэ къыщыхэжаныкIахэмрэ,9
закъуэ мыхъуу,9
ягу ирихьащ,8
КъумпIыл Мурат,8
композитор цIэрыIуэ,8
адыгэ фащэ,8
къалэм щыIэ,8
абы къыхэкIыуи,8
Урысей академием,8
лэжьыгъэ куэд,8
адыгэ фащэр,8
Май къалэм,8
унагъуэм исхэм,8
футбол клубым,8
нэмыцэ щIэныгъэлI,8
Адыгэ Хасэхэм,8
Зауэ нэужьым,8
дунейпсо зэхьэзэхуэ,8
мащIэмрэ курытымрэ,8
Истамбыл дэт,8
ГъэзэщIакIуэ гупым,8
гупым хэт,8
УнафэщI Татьянэ,8
зэпеуэм хэтащ,8
жиIащ бажэм,8
Къэшэж Иннэ,8
Къанщауэ Гъур,8
деж кIуащ,8
Зэхуэсым ФедерацэмкIэ,8
теухуа унафэр,8
цIыхухэм социальнэ,8
1911 гъэм,8
пIалъэм къриубыдэу,8
пщIэ хуащIу,8
2-рэ сантиметри,8
Хэку зауэ,8
сэмэгу лъэныкъуэмкIэ,8
Зыгъэхьэзырар ЩхьэщэмыщI,8
щIэ гуэр,8
дунейпсо утыкум,8
Бэракъ Плъыжь,8
Аруан район,8
къызэригупсысам щыхьэт,8
Адыгэ Академием,8
жиIащ щIалэм,8
гъуэгуанэ кIыхь,8
лъэпкъ щэнхабзэ,8
щIыналъэм щыщ,8
Урысей географие,8
Лэскэн щIыналъэм,8
Урысейм щыпсэу,8
Мудрэн Беслъэн,8
проектым хыхьэу,8
пIалъэ кIэщIым,8
атIэ абы,8
Олимп Комитетым,8
Апхуэдэхэм деж,8
абы къыдэкIуэуи,8
къытщIэхъуэ щIэблэм,8
IуэхухэмкIэ щыIэ,8
щыIэ советым,8
къалъхуащ Совет,8
совет актрисэ,8
Пенсэ фондым,8
нэгъуэщI лъэпкъ,8
къигъэзэжа нэужь,8
Легион Динамо,8
гъэм япэ,8
зэфIэкIыр здынэсыр,8
Ростов областым,8
Къардэн Хьэсэн,8
дыщэ медаль,8
къалъхуащ филологие,8
адыгэ фащэм,8
Iэмал зэриIэкIэ,8
дунейм къытехьауэ,8
тхыгъэ куэд,8
игу къигъэкIыжырт,8
къыхэхам дэщIыгъуу,8
Республикэ клиникэ,8
къалъхуащ франджы,8
щIыналъэ фондым,8
гупым япэ,8
гъэм Къэбэрдей-Балъкъэр,8
ЩIыIэр махуэм,8
1978 гъэм,8
адыгэ тхакIуэ,8
Iэмал псори,8
хуабжьу сэбэп,8
зэман куэд,8
нэхъ тэмэму,8
Ауэ абыхэм,8
Алий Къэбэрдей-Балъкъэр,8
СурэтыщI гъуазджэхэмкIэ,8
Шыхъуэ Борис,8
Атэбий Игорь,8
том числе,8
нэхъ ину,8
нэхъыщхьэ дыдэу,8
20I9 гъэм,8
зезыхьэ курыт,8
100 щрикъум,8
УФ-м спортымкIэ,8
1812 гъэм,8
нэхъыфIхэм ящыщ,8
Сэралъп Мадинэ,8
пьесэм къытращIыкIа,8
къэрал унафэщIхэм,8
Сауд Хьэрыпым,8
Къэрал автоинспекцэм,8
хыхьэ щIыналъэхэм,8
ФIэкIыпIэ зимыIэ,8
дахэ куэд,8
IэщIагъэм фIыуэ,8
Абы къикIыр,8
зыуэ щыт,8
нэхъ жыджэру,8
хуей щыхъум,8
увыпIэр иубыдащ,8
щхьэ куцIым,8
ЩоджэнцIыкIу Iэдэм,8
блэкIа лIэщIыгъуэм,8
Псом япэу,8
метр пщыкIузым,8
къэралхэм щыпсэу,8
Нало Ахьмэдхъан,8
лъэпкъ куэдым,8
теухуа уголовнэ,8
1903 гъэм,8
лъабжьэ хуэхъуар,8
Япэ дыдэ,8
фIыщIэ хуищIащ,8
нэхъ хьэлъэ,8
классым щIэс,8
Ищхъэрэм щыпсэу,8
Мыр сыт,8
къудейуэ арат,8
лигэ нэхъыщхьэм,8
адыгэ усакIуэ,8
фIыщIэхэм папщIэ,8
цIыху куэдым,8
Урысейм щIыхь,8
Апхуэдэу абы,8
Абы теухуа,8
зыхэт гупым,8
хуэдэ цIыху,8
гугъу ищIыр,8
ЩхьэщэмыщI Изэщ,8
Ещтрэч Владимир,8
биологие щIэныгъэхэм,8
Емуз Нинэ,8
1894 гъэм,8
Iуфэм Iут,8
Хамэ къэралхэм,8
хьэл-щэн дахэ,8
Абы зэрыжиIамкIэ,8
тепсэлъыхьащ КъБР-м,8
нэгъуэщI куэдми,8
хэхауэ яхъумэ,8
гуапэ зэрыхъунщи,8
Ефэнды Джылахъстэн,8
Георгий щихъым,8
псалъэм къыхигъэщащ,8
Кэнжэ къуажэм,8
къэралым футболымкIэ,8
пасэ зэманым,8
лIыгъэм папщIэ,8
тонн мини,8
урысейпсо зэхьэзэхуэм,8
Псыгуэнсу къуажэм,8
Iыхьэ плIанэм,8
яужь ихьащ,8
гъэм Урысей,8
теухуауэ КъБР-м,8
лъэужь дахэ,8
доллар мелуан,8
командэ къыхэхахэм,8
Къыхэгъэщын хуейщ,8
Iэтащхьэм 2020,8
нэхърэ хуэдэ,8
Нартан къуажэм,8
зыми шэч,8
зэуа топыр,8
Федеральнэ закон,8
Управленэу Къэбэрдей-Балъкъэр,8
зэхъуэкIыныгъэ хэлъхьэным,8
ядэлэжьэнымрэ лъэпкъ,8
IуэхущIапIэхэм ядэлэжьэнымрэ,8
щIыналъэм щIыпIэ,7
Эмират Зэгуэтхэм,7
щыщ адыгэ,7
лъэпкъхэм яку,7
чемпион щыхъуащ,7
Бытырбыху дэт,7
нэгъуэщI къэралхэми,7
папщIэ Къэбэрдей-Балъкъэр,7
Псыжь адрыщI,7
Мэшыкъуэ Аслъэн,7
узыфэхэм щеIэзэ,7
къыщалъхуа махуэщ,7
щIыуэпс хъугъуэфIыгъуэхэр,7
Адыгэбзэ Хасэм,7
къэфакIуэ гуп,7
Къэбэрдей-Балъкъэрым СпортымкIэ,7
Георгий орденым,7
гугъу сщIыр,7
фIэщ хъурт,7
зэрыхуейм хуэдэу,7
жиIауэ щытащ,7
щрагъэгъуэт IуэхущIапIэхэм,7
зыми емыщхь,7
лъабжьэр зыгъэтIылъа,7
ягу къагъэкIыжащ,7
къалэм иджыблагъэ,7
медицинэ IуэхущIапIэхэм,7
КъБР-м егъэджэныгъэмрэ,7
Псом япэрауэ,7
щIыхь тхылъыр,7
пащхьэм щиIэ,7
адыгэ куэд,7
цIэ къитIуа,7
хэтхэр къэщтэным,7
щIэх дыдэ,7
Тхьэгъэзит Зубер,7
щIыпIэ нэхъ,7
Iуэхур зыIутыр,7
илъэс 400,7
мыхьэнэшхуэ яIэщ,7
2022 гъэхэм,7
тхылъ зыбжанэ,7
зыгъэзащIэ КIуэкIуэ,7
Ухуэныгъэмрэ псэупIэ-коммунальнэ,7
ТIыхъужь Алий,7
адыгэхэмрэ балъкъэрхэмрэ,7
Апхуэдэ щIыкIэу,7
щыIа Олимп,7
хуэдэ Iуэху,7
УФ-м ЩэнхабзэмкIэ,7
куэд щIащ,7
топыр къызыIэрыхьа,7
УФ-м гъуазджэхэмкIэ,7
Ауэ сыт,7
фIыщIэ хуащIащ,7
зыхуей хуэгъэзэным,7
Законыр Къэбэрдей-Балъкъэр,7
унафэ къыдигъэкIащ,7
мурад ящIащ,7
Къалмыкъ Юрэ,7
Америкэ Ипщэм,7
суд приставхэм,7
фIагъ лъагэ,7
узыфэ зэрыцIалэр,7
МВД-м Наркотикхэр,7
мини 3-м,7
хуитыныгъэхэр хъумэнымкIэ,7
куэдкIэ елъытащ,7
федеральнэ IэнатIэм,7
иригъэкIуэкIа зэIущIэм,7
КъШР-м щIыхь,7
ЦIыхубэ Республикэм,7
Законыр къэщтэн,7
зэIузэпэщ щIыным,7
фIэкIа мыхъу,7
щыIэу къыщIэкIынкъым,7
Абы къыхэкIыуи,7
Iуэхухэр ирагъэкIуэкIыу,7
Аргудан къуажэм,7
къэхьыным теухуа,7
урыс пащтыхь,7
ауэ ахэр,7
командэ цIэрыIуэм,7
лIэщIыгъуэм псэуа,7
ныбжьыщIэ командэ,7
щIы лъабжьэм,7
щыгъуазэ ищIащ,7
илъэс 20-м,7
лъэпкъ псоми,7
цIыху щхьэхуэхэм,7
2025 гъэм,7
тхылъ куэд,7
хэIущIыIу ищIын,7
ехьэлIа лэжьыгъэхэр,7
мурад сщIащ,7
сабий-ныбжьыщIэ спорт,7
Ищхъэрэ щIыналъэм,7
народов Северного,7
Iыхьэм къыщыхьа,7
Хэт ищIэрэ,7
узыншагъэр хъумэн,7
къэрал зэмылIэужьыгъуэхэм,7
Москва къыщызэIуахащ,7
Iэтащхьэм 2022,7
теухуа хъыбарыр,7
Наурзокъуэ Юрэ,7
мин бжыгъэ,7
абы цIыху,7
фашист зэрыпхъуакIуэхэм,7
Лъэпкъ Iуэхухэмрэ,7
Дэтхэнэ зыми,7
щекIуэкIа Европэм,7
ХьэтIохъущокъуэ Исмел,7
зэритым хуэдэу,7
Лобжанидзе Александр,7
хэт сыт,7
къэрал комитетым,7
зэрыщытым къыхэкIыу,7
гъэм ирагъэкIуэкIа,7
мелуанрэ мин,7
щэнхабзэ центрым,7
зауэм хэкIуэда,7
хуэдэ Iуэхуми,7
суд участкэ,7
Къандур Мухьэдин,7
Великой Отечественной,7
Джэду Iэниуар,7
Хъущт Аслъэнбэч,7
дунейпсо махуэр,7
Хахуагъэм папщIэ,7
цIыху цIэрыIуэхэм,7
зауэ орденым,7
хьэрып литературэм,7
ИужькIэ абы,7
фIэщыгъэр зиIэ,7
Псы къабзэ,7
Ацкъан Руслан,7
академическэ ансамблым,7
ищIын папщIэ,7
бжьыпэр щиубыдащ,7
икIи хэIущIыIу,7
къулыкъу щищIэну,7
атлетикэ хьэлъэмкIэ,7
гъэм Франджым,7
Къэбэрдей-Балъкъэрым Гуманитар,7
зэфIэкI псори,7
щIидзын икIи,7
1984 гъэм,7
республикэм щекIуэкI,7
нарт эпосым,7
Урысей ФСИН-м,7
жиIащ лIым,7
гъэм къриубыдэу,7
щIэныгъэлI цIэрыIуэ,7
сыхьэти 6-рэ,7
Тхьэм ищI,7
къалъхуащ Урысей,7
дыжьын медалхэр,7
нэхъ инщ,7
Тхьэм жиIэ,7
Дыгъэр къыщIэкIынущ,7
Лисун Еленэ,7
усакIуэ цIэрыIуэ,7
гукIи псэкIи,7
къалэн зыгъэзащIэу,7
клиникэ сымаджэщ,7
къыщIэкIынущ сыхьэти,7
шэч къытетхьэркъым,7
Спорт бэнэкIэмкIэ,7
Къэбэрдей-Балъкъэрым щыIэм,7
къухьэжынущ сыхьэт,7
пэщIэдзэ классхэр,7
зауэ нэужь,7
хъууэ аращ,7
къэрал щыпсэу,7
6-рэ дакъикъэ,7
СССР-м щIыхь,7
ягу къыщагъэкIыж,7
театрымрэ киномрэ,7
Адыгэ пщащэ,7
цIэрыIуэ хъуащ,7
лъэпкъ Iуэхум,7
къэрал дамыгъэхэр,7
лIыкIуэу Кавказ,7
псы щIагъым,7
Тхьэр арэзы,7
МВД-м Налшык,7
Iуэху бгъэдыхьэкIэм,7
дыдэхэм хабжэ,7
Япэ щIыкIэ,7
финал ныкъуэм,7
Кърым хъаным,7
Олимп комитетым,7
Къэбэрдей-Балъкъэрым щыпсэу,7
Лэжьыгъэмрэ социальнэ,7
Iэмал иIакъым,7
лъэпкъ гъуазджэм,7
1915 гъэм,7
илъэс ныкъуэм,7
гъэм елъытауэ,7
Тэрч областым,7
Нарткъалэ дэт,7
Хэт ищIэн,7
къэс езым,7
Абыхэм яхэтт,7
гъэм япэу,7
Совет Союзыр,7
1906 гъэм,7
Республикэ сабий,7
абы хэтащ,7
жэуап зыхь,7
махуэр щагъэлъапIэ,7
бжыгъэр зэхуэдэ,7
цIыхубз командэ,7
балъкъэр лъэпкъым,7
Iэмал яIащ,7
Налкъутналмэс лигэм,7
жыг хадэ,7
къалэмыпэм къыщIэкIащ,7
илъэс кIуам,7
щыщ спортсмен,7
Абы къызэрилъытэмкIэ,7
гъэм къызэрагъэпэщащ,7
КъБР-м ЕгъэджэныгъэмкIэ,7
зезыхьэ театр,7
цIыхухэм ягу,7
Абы къыкIэлъыкIуащ,7
щыта адыгэ,7
зауэм хэкIуэдахэм,7
къэрал зыбжанэм,7
Азие ЦIыкIум,7
градус щыхъунущ,7
мин бжыгъэкIэ,7
тхыдэ щIэныгъэхэмкIэ,7
ипщэ лъэныкъуэмкIэ,7
зэпеуэм хэтыну,7
ЛIыхъужь цIэ,7
социальнэ политикэмрэ,7
фIыуэ ялъэгъуа,7
Республикэм щиIэ,7
федеральнэ къэрал,6
куейм хыхьэ,6
Лэскэн районым,6
цIыхухъумрэ цIыхубзымрэ,6
зыбжанэ нэхъ,6
Кабардино-Балкарской Республики,6
Шэджэм къалэм,6
пщым деж,6
доллар меларди,6
Херсон областым,6
Кавказым щыщ,6
Екатеринэ ЕтIуанэм,6
Сабий садым,6
Тхыдэр щыхьэт,6
мафIэсым пэщIэт-къегъэлакIуэ,6
Республикэм мэкъумэш,6
Iэмал яIэщ,6
2-нэ Iыхьэм,6
пунктым зэхъуэкIыныгъэ,6
Луганск цIыхубэ,6
пIалъэр къэмысу,6
Мухьэмэд Алий,6
лъэныкъуэ псомкIи,6
къухьэпIэ лъэныкъуэмкIэ,6
нэхъ кIыхь,6
лэжьыгъэ купщIафIэ,6
Илъэс мин,6
фокIадэ мазэм,6
Алътуд Юрэ,6
гуапэ хъуащ,6
къыщызэрагъэпэща махуэщ,6
Адыгэ хэкум,6
ящыщ зыбжанэ,6
1983 гъэм,6
етIощIанэ лIэщIыгъуэм,6
дин IуэхущIапIэм,6
Налшык округым,6
художественнэ тхыгъэ,6
Правительствэм 2013,6
гулъытэ нэхъыбэ,6
халъхьэ зэхъуэкIыныгъэхэм,6
лъэпкъ пэхуэщIэм,6
илъэс мелуан,6
узыншагъэ быдэ,6
къалэмыпэм къыпыкIа,6
гъэрэ щIырэ,6
иджы япэу,6
жэщи махуи,6
гъуащхьауэ нэхъ,6
Мамхэгъ Хьэчим,6
бюджет IуэхущIапIэм,6
дохутыр нэхъыщхьэ,6
КIэрашэ Тембот,6
псом нэхъ,6
Къалмыкъ БетIал,6
IэнатIэм Къэбэрдей-Балъкъэр,6
IуэхущIапIэу КъБР-м,6
Петр Езанэм,6
накъыгъэ мазэм,6
Курыт еджапIэм,6
Кадыров Рамзан,6
официальнэу къыщытрадза,6
КъуэкIыпIэ Жыжьэм,6
щIырэ щызэхэкI,6
еджапIэ къалэ,6
1900 гъэм,6
деж къыщыщIэдзауэ,6
Гамзатов Расул,6
Санкт-Петербург къалэм,6
БэнэкIэ хуитымкIэ,6
Куэд мыщIэу,6
Совет зэманым,6
Апхуэдэ Iуэху,6
хуэдэу тхыжын,6
нэхъ куу,6
еджапIэ нэхъыщхьэр,6
къулыкъу щызыщIэхэм,6
ЩIы Хъурейр,6
1913 гъэм,6
Къэбэрдей-Балъкъэрым футболымкIэ,6
Кавказ Шытх,6
Филологие щIэныгъэхэм,6
хуитыныгъэм папщIэ,6
къалъхуащ биологие,6
егъэджэныгъэ-гъэсэныгъэ IэнатIэм,6
Црым Руслан,6
адыгэ унагъуэ,6
хъумэнымкIэ IэнатIэм,6
2020 гъэхэм,6
хэхъуэ зэпытщ,6
1859 гъэм,6
декоративно-прикладной гъуазджэмкIэ,6
зиIэ гъуэгу,6
аращ абы,6
акционер зэгухьэныгъэм,6
щыпсэу лъэпкъ,6
политикэмрэ узыншагъэр,6
лъэпкъ хабзэм,6
Украинэм щекIуэкI,6
унафэр зезыгъакIуэ,6
24-м къыдигъэкIа,6
футбол командэ,6
министр Къалэбатэ,6
Шытх Нэхъыщхьэм,6
дохутыр нэхъыщхьэу,6
хуитыныгъэхэмкIэ уполномоченнэу,6
пэтми нэхъыбэ,6
нэгу щIэкIащ,6
Урысей ФССП-м,6
биологие щIэныгъэхэмкIэ,6
зэрыт тхылъ,6
Адыгэ лъэпкъ,6
Даур Аслъэн,6
1910 гъэм,6
зыми ищIэркъым,6
дунейм къытохьэ,6
къэрал университет,6
школ №1-м,6
жылагъуэ зэгухьэныгъэхэмрэ,6
драмэ театрыр,6
имыIэжу къэлъытэн,6
къару псори,6
Бырсей Умар,6
зэуа топым,6
Дыгулыбгъуей къуажэм,6
уполномоченнэу Къэбэрдей-Балъкъэр,6
цIыхубэ хъыбарегъащIэ,6
фIэщ хъуртэкъым,6
ТIымыжь Хьэмыщэ,6
Оперативнэ штабым,6
хъыбар къызэрыдигъэщIамкIэ,6
лъэпкъ тхыдэм,6
кIахэ адыгэхэм,6
Адыгэ фащэм,6
къэбэрдей адыгэхэм,6
хъыбар гъэщIэгъуэн,6
теухуа тхыгъэхэр,6
муслъымэн диным,6
Абы жиIащ,6
комиссэм хэтхэр,6
лъэпкъ проектыр,6
адыгэ мамлюкхэр,6
иужь дыдэ,6
абы лъандэрэ,6
зауэ нэужьым,6
зэманым щыIа,6
1825 гъэм,6
мыхьэнэшхуэ иIэу,6
Адыгэ республикэм,6
зезыхьэ къэрал,6
илъэс бжыгъэкIэ,6
нэхъыбэ мэхъу,6
Кавказ псом,6
еджапIэ №3-м,6
медицинэ страхованэмкIэ,6
къэралхэм ящыщу,6
еджапIэ №2-м,6
дэнэ лъэныкъуэкIи,6
1557 гъэм,6
лъэпкъ зэгухьэныгъэм,6
гъунэгъу лъэпкъхэм,6
лейтенант нэхъыжь,6
7-нэ статьям,6
къыщытрадза махуэм,6
жылагъуэ проектхэмкIэ,6
гуп зэпеуэм,6
Нэхъ пасэу,6
папщIэ фIыщIэ,6
транспорт IэнатIэм,6
имыIэу епхащ,6
дыдэхэм ящыщу,6
усэ тхылъыр,6
ФIагъ лъагэ,6
300-м щIигъу,6
Къамботрэ Лацэрэ,6
Абы нэмыщI,6
Лышх узыфэхэмкIэ,6
шыр цIыкIухэр,6
адэжь Хэкум,6
хуабжьу гугъу,6
министр Езауэ,6
къалъхуащ мэкъумэш,6
Къэбэрдей-Балъкъэр шуудзэм,6
