w_bigram,freq
щекIуэкIа зауэм,7
Габрилян Геннадий,7
Мокаев Ашэмэз,7
Япэ гупым,7
нэIэм щIэту,7
гъэм шыщхьэуIум,7
зыхуей хуагъэзащ,7
коронавирус узыфэм,7
Кавказым щыпсэу,7
социально-экономикэ зыужьыныгъэм,7
саугъэт нэхъыщхьэр,7
Шэджэм районым,7
хуейуэ аращ,7
Урысей Федерацэми,7
хухахащ сом,7
гъэм республикэм,7
цIыхухэм социальнэ,7
Iэдакъэ къыщIэкIащ,7
блэкIа илъэсым,7
Лышх узыфэхэмкIэ,7
Ростов областым,7
200-м щIигъу,7
хуей мэхъу,7
Олимп Джэгухэр,7
УФ-м Кавказ,7
сыт хуэдизу,7
щIыпIэ самоуправленэм,7
КъБР-м егъэджэныгъэмрэ,7
федеральнэ агентствэм,7
чэзу зэIущIэр,7
куэд зыхэт,7
пщэ къыдэхуэ,7
законхэр къыдэзыгъэкI,7
1972 гъэм,7
министр Асанов,7
Iэмал ягъуэтащ,7
гъэгъахэр тралъхьащ,7
зиIэ унагъуэхэм,7
къуажэ цIыкIум,7
иужь дитщ,7
бгылъэ щIыпIэхэм,7
Япэ дыдэу,7
дэнэ къэна,7
Ахъуэхъу Таймураз,7
япэ дыдэ,7
Iуэхур нэхъ,7
лъэпкъ псоми,7
хэхэс адыгэхэм,7
адыгэ литературэм,7
къыдэкIуэтей щIэблэм,7
гулъытэ нэхъыбэ,7
КъБР-м Егъэджэныгъэмрэ,7
видеоконференц мардэм,7
Къэбэрдей-Балъкъэр Республикэр,7
абы хэта,7
гъэм илъэс,7
Рахаев Борис,7
епха Iуэхугъуэхэр,7
географие зэгухьэныгъэм,7
2-рэ сантиметр,7
зыуэ щыт,7
Ахэр псори,7
псом япэрауэ,7
АфэщIагъуэ Михаил,7
Адыгэ лъэпкъым,7
япэ мазищым,7
дэлажьэ Жылагъуэ,7
хамэ къэралхэми,7
Илъэс кIуам,7
ДзыхьмыщI Анзор,7
Красножан Юрэ,7
гъащIэмрэ гуащIэмрэ,7
нэгъуэщI лъэпкъхэм,7
Террорым пэщIэтынымкIэ,7
КъыкIэлъыкIуэ илъэсым,6
1968 гъэм,6
КIэбышэ Заур,6
япэ лъэбакъуэхэр,6
министерствэхэмрэ ведомствэхэмрэ,6
жиIащ министрым,6
1945 гъэхэм,6
дэт университетым,6
къэхьыным ехьэлIа,6
Къэбэрдей-Балъкъэр щIэныгъэ,6
дыдэхэм ящыщ,6
икIи къыхигъэщащ,6
Пащты Руслан,6
хэхауэ яхъумэ,6
Iуэхум хыхьэу,6
Дунейпсо кубокыр,6
псом цIэрыIуэ,6
1992 гъэм,6
2-рэ сантиметри,6
Котляровхэ Викторрэ,6
зэIузэпэщ щIыным,6
къалэхэмрэ къуажэхэмрэ,6
Сыт щыгъуи,6
ФедерацэмкIэ Советым,6
2000 гъэм,6
генеральнэ унафэщI,6
урысейпсо жылагъуэ,6
дамыгъэ лъапIэхэр,6
зэфIэкI лъагэ,6
Абы хыхьэу,6
Хуснуллин Марат,6
зауэшхуэм хэкIуэдахэм,6
нэхъ бгъуэ,6
Мамхэгъ Назир,6
Ацкъан Руслан,6
Зыуэ щыт,6
гъэм щыIа,6
япэ зэIущIэм,6
икIи жиIащ,6
Адыгэ ФIыщIэ,6
екIуэкIа Хэку,6
Адыгэ тхыбзэм,6
IэнатIэм зегъэужьыным,6
ХьэтIохъущокъуэ Къазий,6
Мамхэгъ Хьэчим,6
фIыщIэ яхузощI,6
Нарт эпосым,6
еплъыкIэ зыбжанэ,6
Пащты Герман,6
къегъэщIылIа федеральнэ,6
1918 гъэм,6
увыпIэр хуагъэфэщащ,6
илъэс блэкIам,6
Мис апхуэдэу,6
жылагъуэ зэщIэхъееныгъэм,6
нэхъ дэмыкIыу,6
Ткаченкэ Андрей,6
кърым хъаным,6
гъэм Лондон,6
нэхъыфI дыдэу,6
химиемрэ биологиемкIэ,6
куэдым ягу,6
Ищхъэрэ щIыналъэм,6
Сабийхэр хъумэным,6
IэнатIэ мыинымрэ,6
Нэгумэ Шорэ,6
нэхъ мащIэу,6
Акименкэ Михаил,6
Осетие Ищхъэрэ-Аланием,6
мащэ кIыфIым,6
Граждан жылагъуэ,6
къалэн нэхъыщхьэ,6
Iуэху зехьэкIэ,6
Къэбэрдей-Балъкъэрым щыпсэухэм,6
ЕгъэджакIуэмрэ унэтIакIуэмрэ,6
нэхъ цIыкIу,6
зэман кIыхькIэ,6
лъэпкъ проектыр,6
Республикэ сабий,6
пащтыхь гуащэ,6
зауэм хэкIуэдахэм,6
гъэзэщIа зэрыхъум,6
гугъу сщIа,6
Викторрэ Мариерэ,6
нэхърэ нэхъыбэ,6
къалэн зыгъэзащIэу,6
2023 гъэхэм,6
зэрырикъум теухуа,6
бжыгъэр нэхъ,6
УФ-м Узыншагъэр,6
программэм хыхьэу,6
дунейпсо зэхьэзэхуэм,6
жылэ цIыкIум,6
жэщ-махуэм къриубыдэу,6
апхуэдэ лъэхъэнэм,6
дыщэ медалу,6
классым щеджэ,6
мурад нэхъыщхьэр,6
къэралыгъуэр илъэси,6
Дзасэжь Хьэзрэталий,6
Iуэху еплъыкIэхэр,6
папщIэ икIи,6
КъБР-м лэжьыгъэмрэ,6
гъэ дыдэм,6
редактор нэхъыщхьэм,6
Аруан районым,6
зыхуей хуэгъэзэным,6
ехьэлIа Iуэхухэр,6
Iуэху зыIутым,6
зэи къэмыхъуауэ,6
автомобиль гъуэгум,6
зэпеуэм хэтыну,6
гуапэ зэрыхъунщи,6
псэукIэр егъэфIэкIуэным,6
щIыналъэ куэдым,6
жиIащ Егоровэм,6
дзэ операцэ,6
балигъ гъащIэм,6
КъБР-м Лъэпкъ,6
Нартан къуажэм,6
цIыхубэ артисткэ,6
бюджетым щыщу,6
1966 гъэм,6
Лэскэн щIыналъэм,6
Iуэхугъуэ нэхъыщхьэхэм,6
гъэщIэгъуэн куэд,6
утыку къыщрахьащ,6
теухуа зэIущIэ,6
халъхьа зэхъуэкIыныгъэхэм,6
Аушыджэр къуажэм,6
медалыр зыIэригъэхьащ,6
спорт лIэужьыгъуэ,6
Лэскэн ЕтIуанэ,6
министр КIурашын,6
Iэнэ хъурейм,6
гъэм мазаем,6
хамэ щIыпIэхэм,6
щыIэ Iэмалхэм,6
кIэ пщIондэ,6
ящыщ зыр,6
куэд щIакъым,6
ехъулIэныгъэ инхэр,6
къуэдзэ Къуныжь,6
КъБР-м спортымкIэ,6
Iуэху куэд,6
зауэ губгъуэм,6
министр ДыщэкI,6
КъБР-м щиIэ,6
Парламентыр илъэс,6
абы теухуа,6
щIыпIэ псоми,6
Мэшыкъуэ Аслъэн,6
Налкъутналмэс лигэм,6
гугъу тщIыр,6
щытыкIэ гугъу,6
хъыджэбз цIыкIур,6
нэхъыщхьэ Мэкъуауэ,6
игъащIэ лъандэрэ,6
Шэч къытесхьэркъым,6
Ищхъэрэ къэрал,6
унафэм ипкъ,6
сэкъат иIэ,6
республикэхэм щIыхь,6
жыхуаIэм хуэдэу,6
еджапIэ №3-м,6
лэжьыгъэм хэтащ,6
Иужьрей илъэсхэм,6
илъэс дыдэм,6
гъэ къэси,6
адэжь лъахэм,6
Къэбэрдей-Балъкъэрым СпортымкIэ,6
нэхъыщхьэ Ткачёв,6
щэнхабзэ центрым,6
яужь итщ,6
дунейм къытехьа,6
Мэкъумэш IэнатIэм,6
чемпион хъуа,6
илъэс бжыгъэ,6
адыгэ фащэ,6
дунейпсо зэпеуэм,6
гъэм дунейм,6
иужь итщ,6
щIэныгъэ гуэдзэн,6
КъардэнгъущI Зырамыку,6
щIыпIэ нэхъ,6
Чэрим Марианнэ,6
100 щрикъум,6
1993 гъэм,6
гъэм мэкъуауэгъуэм,6
адыгэхэмрэ балъкъэрхэмрэ,6
щыт къэрал,6
дунейпсо зэхьэзэхуэхэм,6
цIыху цIэрыIуэхэм,6
клиникэ сымаджэщ,6
лъэпкъхэм яку,6
щIыпIэ администрацэхэм,6
Ромашкин Игорь,6
къызэралъхурэ илъэс,6
Геккиев Заур,6
къуажэ дэт,6
Иныр илъэс,6
автомобиль гъуэгуу,6
медицинэ лэжьакIуэхэм,6
Кучинэ Марие,6
зиIэ гъуэгу,6
япэ илъэс,6
симфоние оркестрым,6
щIыналъэхэм щыIэ,6
ауэ абыхэм,6
бын куэд,6
ЩIэныгъэхэмкIэ Урысей,6
Марьяш Иринэ,6
2025 гъэм,6
хъыбарегъащIэ IуэхущIапIэхэм,6
Чеботарёв Сергей,6
2001 гъэм,6
щIалэгъуалэ гупым,6
лейтенант нэхъыжь,6
школ №2-м,6
къэрал комитетым,6
нэгъуэщI щIыпIэхэми,6
узыншагъэр щрагъэфIакIуэ,6
ЕмкIуж Андзор,6
2020-2021 гъэхэм,6
округым щыIэм,6
щIэблэр хэкупсэу,5
Iуэху бгъэдыхьэкIэм,5
хьэрычэт Iуэхум,5
Совет властым,5
Ищхъэрэ къуажэм,5
гъуазджэхэмкIэ музейм,5
зиIэ автомобиль,5
Лермонтов Михаил,5
2030 гъэм,5
хуэунэтIа лэжьыгъэхэр,5
Шыпш Аслъэн,5
зауэм хэта,5
зыхуей хуэзауэ,5
ЖыпIэну ирикъунщ,5
Япэ дыдэ,5
егъэджакIуэ нэхъыфI,5
къыхуагъэфэщауэ щытащ,5
фIыуэ илъагъу,5
Iэпщацэ Марат,5
1936 гъэм,5
Iуэху щхьэпэм,5
Къэбэрдей уэрамым,5
унафэщIу щыта,5
адрей лъэпкъхэм,5
ипщэ лъэныкъуэмкIэ,5
хъумэн IэнатIэм,5
академическэ ансамблым,5
Плъыжь орденыр,5
адыгэ щIалэ,5
Къэбэрдей-Балъкъэр шуудзэм,5
Старэ Шэрэдж,5
зэман жыжьэм,5
гъэм япэу,5
щIалэ цIыкIум,5
эпидемиологие щытыкIэр,5
Конституцэм халъхьа,5
Балъкъэр Ипщэ,5
жиIащ Путиным,5
лъэпкъ фащэм,5
Президентым деж,5
ЖыпIэнур арамэ,5
тхылъхэр иратащ,5
сабий зиIэ,5
ХьэхъупащIэ Амырхъан,5
нэIэм щIэт,5
нэхъыщхьэхэм ящыщу,5
Казбек иригъэкIуэкIащ,5
къыхигъэщащ абы,5
Урысейм щIыхь,5
щIыналъэ администрацэхэм,5
мини 3-м,5
медицинэ щIэныгъэхэм,5
зезыхьэ Лъэпкъ,5
щекIуэкIа Европэм,5
ФIэкIыпIэ зимыIэ,5
зэхьэзэхуэ иным,5
2011 гъэм,5
зэхэту къапщтэмэ,5
КъухьэпIэ Кавказым,5
щыгъуи хуэдэу,5
Япэ увыпIэр,5
Мишустин Михаил,5
фIыщIэ яхудощI,5
Абы къыдэкIуэуи,5
цIыхухэр нэхъ,5
филологие щIэныгъэхэмкIэ,5
абы цIыху,5
щыщу цIыху,5
дыдэу зыкъыщигъэлъэгъуащ,5
щIы щIагъым,5
щIалэгъуалэ политикэм,5
зезыхьэ Адыгэбзэ,5
пэщIэдзэ классхэм,5
адыгэ пщащэ,5
хэтащ икIи,5
лъэныкъуэкIи зыхуей,5
Владимир Владимир,5
2022 гъэхэм,5
иджыри илъэс,5
щIэс ныбжьыщIэхэм,5
гуапэу ехъуэхъуащ,5
тхыгъэхэм ящыщ,5
ФIыщIэ Хасэм,5
утыку кърахьа,5
ЦIыхубэ Республикэм,5
Абхъаз къэрал,5
Абы къыхэкIыуи,5
куэд щIащ,5
Иужьрей зэманым,5
нэхъ цIэрыIуэ,5
Кэнжэ ЩэнхабзэмкIэ,5
техникэ щIэныгъэхэм,5
адыгэбзэмрэ литературэмрэ,5
ГъуазджэхэмкIэ сабий,5
Адыгэ Хасэр,5
Дауэ хъуми,5
Сурэтыр Къарей,5
Абы нэмыщI,5
ЕтIуанэ дунейпсо,5
Щоджэн Борис,5
апхуэдэу йоджэ,5
лъэпкъ театрым,5
фIыщIэ фхузощI,5
фIагъ лъагэ,5
псыкIэ къызэгъэпэщыным,5
Балъкъэр къэрал,5
СССР-м спортымкIэ,5
Ткачёв Евгений,5
къыхигъэщхьэхукIащ КIуэкIуэ,5
Надежин Михаил,5
генерал-майор Павлов,5
Май районым,5
зэрыщыту къатщтэмэ,5
2019 гъэхэм,5
къыщыпсалъэм жиIащ,5
псоми зэхэту,5
Аруан щIыналъэ,5
япэ лигэм,5
гугъу сщIы,5
Тырныауз къалэм,5
-нэ лIэщIыгъуэм,5
Iыхьэ плIанэм,5
Iэмал зимыIэщ,5
зэфIэкI лъагэхэр,5
Адыгэ пщащэ,5
Урысей зэкъуэтым,5
уэрамым тет,5
Щхьэлыкъуэ къуажэм,5
IуэхухэмкIэ федеральнэ,5
щIыналъэм щыIэм,5
къэрал филармонием,5
лъэныкъуэкIэ къащхьэщыжынымкIэ,5
комплексым щекIуэкIащ,5
лэжьыгъэмрэ цIыхухэм,5
цIыхубэ фронтым,5
лъэпкъ зэхущытыкIэхэр,5
фэтэр куэд,5
ауэ щыхъукIи,5
хэха хуащIащ,5
Урыш Анзор,5
нэхъыбэ дыдэу,5
япэ мазихым,5
нэхъыщхьэу щытащ,5
Абы щытепсэлъыхьащ,5
лъэпкъ медицинэ,5
хъыбар куэд,5
Бэрбэч Алим,5
лъагэ дыдэ,5
фэтэр куэду,5
жыпхъэм иту,5
Ипщэ федеральнэ,5
IэнатIэм пэрытхэм,5
Сосналы СулътIан,5
СэвкIуий Хьэмид,5
урысейпсо зэхьэзэхуэ,5
мини 5-м,5
зимыIэ медицинэ,5
щылажьэ Адыгэ,5
Мис апхуэдэ,5
гъуэгум щыщу,5
къызэхуэсахэр щыгъуазэ,5
япэ медицинэ,5
щынэхъ лъэщ,5
киноконцерт гъэлъэгъуапIэм,5
физкультурэ-узыншагъэр щрагъэфIакIуэ,5
лъэпкъ щэнхабзэр,5
Адыгэ дуней,5
щхьэкIэ фIыщIэ,5
нэгъуэщI мыхъуми,5
узыфэ зэрыцIалэр,5
тхьэмадэ ХьэфIыцIэ,5
1980 гъэм,5
щIыналъэ фондым,5
псы хущхъуэхэм,5
урыс пащтыхьым,5
республикэ МВД-м,5
зэпыу имыIэу,5
нэхъ лъэщ,5
адэжь хэкум,5
концерт гъэлъэгъуапIэм,5
1864 гъэм,5
Федеральнэ законым,5
накъыгъэ мазэм,5
къулыкъу щызыщIэхэм,5
кIуэгъуэ мыхъуа,5
закъуэ мыхъуу,5
ныбжьыщIэ командэ,5
проектхэмрэ къэрал,5
етIуанэ Iыхьэр,5
щхьэр лъагэу,5
1964 гъэм,5
трагъэкIуэдэн папщIэ,5
сэбэп хъунущ,5
Ахэр тепсэлъыхьащ,5
щIыналъэм щыпсэухэм,5
Федерацэм щIыхь,5
хьэрычэт IэнатIэм,5
кърихьэлIащ КъБР-м,5
нобэм ирихьэлIэу,5
къэрал къулыкъущIапIэхэм,5
ТIэш Светланэ,5
Къэрал саугъэтым,5
щэкIуэгъуэ мазэм,5
увыпIэр къыщихьащ,5
Алътуд Юрэ,5
куэдкIэ елъытащ,5
имыIэу епхащ,5
Илъэс къэс,5
щIыналъэхэм ящыщу,5
щытыкIэм иту,5
щхьэ Iуэху,5
КIэхумахуэ ФатIимэрэ,5
нэхъыбэ мэхъу,5
псом къадэкIуэу,5
лъэпкъ Iуэхум,5
увыпIэр щиубыдащ,5
МВД-м дэлажьэ,5
2003 гъэм,5
иужь дыдэ,5
гъэм КъБР-м,5
Хьэпэ Заур,5
илъэс тIощIрэ,5
щIыхь тхылъхэмрэ,5
чэзу зэIущIэм,5
Олимп Комитетым,5
куэд щыIэщ,5
Олимп комитетым,5
тренер нэхъыжьу,5
игу къигъэкIыжащ,5
еджэу щытащ,5
цIыху цIэрыIуэ,5
лъэпкъ Iуэхухэмрэ,5
мэкъумэш IэнатIэмкIэ,5
120-м нэс,5
Къамботрэ Лацэрэ,5
Адыгэ Хасэ,5
Лъэпкъ IуэхухэмкIэ,5
пщэ дэлъ,5
министр Къумыкъу,5
дежкIэ мыхьэнэ,5
суд приставхэм,5
Новак Александр,5
КъБР-м Граждан,5
къызэралъхурэ илъэси,5
лъэхъэнэм елъытауэ,5
цIыхухэр IэнатIэкIэ,5
Афганистаным щызэуахэм,5
цIыхур псэун,5
жэз медалыр,5
тенджыз ФIыцIэм,5
щекIуэкIа Олимпиадэм,5
мафIэсым пэщIэт-къегъэлакIуэ,5
Iуфэм Iут,5
фэеплъым деж,5
лэжьыгъэм кърикIуахэм,5
зиужьын папщIэ,5
физкультурэмрэ спортымрэ,5
ЕтIуанэ махуэм,5
Къуэжей Артём,5
наIуэ хъуащ,5
тхакIуэ цIэрыIуэ,5
Нало Ахьмэдхъан,5
щIэныгъэ центрым,5
илъэс 20-м,5
экономикэмрэ социальнэ,5
республикэм щыщ,5
ЗэщIэузэда Къарухэм,5
Республикэм щыIэ,5
Хьэрып Эмират,5
щIыналъэ зэхуаку,5
Лабэ ЦIыкIу,5
Социалист Лэжьыгъэм,5
федеральнэ IэнатIэм,5
Мэкъуауэ Тимур,5
къэфакIуэ гупыр,5
Москва къалэм,5
пщIэ зиIэ,5
апхуэдэ дыдэу,5
щIыналъэ мыхьэнэ,5
1971 гъэм,5
теухуауэ къэпсэлъащ,5
цIыху мелуан,5
Май щIыналъэм,5
Аслъэн Алий,4
Къэрал саугъэтыр,4
цIэрыIуэ щыхъуа,4
Адыгэ Хасэхэм,4
фIыкIэ къахэщырт,4
Истамбыл дэт,4
абы щыгъуэми,4
жылагъуэ гъащIэм,4
Зауэ нэужьым,4
илъэс 85-рэ,4
Джылахъстэней Адыгэ,4
адыгэ къуажэ,4
Ахъмэт Амир,4
гъэзэщIакIуэ гупым,4
хамэ щIыпIэ,4
щэнейрэ дунейпсо,4
ипэ ита,4
Спорт бэнэкIэмкIэ,4
щыIэ Урысей,4
1987 гъэм,4
илъэс мини,4
абы хэтахэм,4
илъэс пщыкIуий,4
къалэм щыIэ,4
щыхьэт техъуащ,4
социальнэ IэнатIэмрэ,4
хуей хъурт,4
курыт еджапIэхэр,4
щIагъуэ щымыIэу,4
къанэ щIагъуэ,4
фIыуэ ялъагъуу,4
84-м нэс,4
Сирием къикIыжа,4
Джатэрывэ Къазбэч,4
зэгухьэныгъэхэм ядэлэжьэнымрэ,4
Гранаткин Валентин,4
Ленин гъуэгу,4
дунейпсо экономикэ,4
щIы щхьэфэм,4
зыбжанэ лъандэрэ,4
1979 гъэм,4
етIуанэ ныбжьыщIэ,4
1981 гъэм,4
зыбжанэ ипэкIэ,4
дуней псоми,4
Донецк ЦIыхубэ,4
апхуэдэ цIыху,4
Махуэ Билалрэ,4
АрщхьэкIэ абы,4
1829 гъэм,4
алъандэрэ зыщымыгъуазэу,4
Хъыжьрокъуэ СулътIан,4
дыжьын медалхэр,4
драмэ театрыр,4
нэхъ иныж,4
Херсон областым,4
Хьэшыр Чылар,4
лэжьыгъэ псори,4
нэгъуэщI лъэпкъ,4
федеральнэ щIыналъэхэм,4
бжыгъэр мащIэ,4
къару псори,4
унафэщI Пагуэ,4
хъуа унэхэм,4
хабзэ хъуауэ,4
щыIэ эпидемиологие,4
гъэ кIуам,4
хъуауэ щытащ,4
хъумэн IэнатIэр,4
2024 гъэхэм,4
Псыжь адрыщIкIэ,4
Урысей псом,4
зезыхьэ къэрал,4
цIыху мелуани,4
Бырсекъуэ Орфан,4
Ищхъэрэм гъуазджэхэмкIэ,4
Иорданием щыпсэу,4
дэкIа нэужь,4
зиIэ шууей,4
зезыхьэ Адыгэ,4
Конституцэм халъхьэ,4
Бахъсэн щIыналъэ,4
Чили къэралым,4
абы къыдэкIуэуи,4
цIыху нэхъыбэ,4
щекIуэкIа зэхьэзэхуэм,4
Iуэху дахэм,4
хьэщIэ лъапIэхэм,4
дунейпсо зэгухьэныгъэм,4
унафэщI Дадэ,4
тхыдэм щыщ,4
Оперативнэ штабым,4
автомобиль зекIуапIэм,4
1995 гъэм,4
къуэш нэхъыщIэ,4
цIыхухэм ягу,4
ЩхьэщэмыщI Изэ,4
цIэхэр зезыхьэ,4
цIэ дыдэр,4
Къущхьэ Хъусен,4
лъэпкъ хабзэм,4
узыфэхэм щеIэзэ,4
япэ категорие,4
Куэд дэмыкIыу,4
ижь лъандэрэ,4
къарумрэ зэфIэкIымрэ,4
ныбжьыщIэхэм папщIэ,4
тхыдэ щIэныгъэхэмкIэ,4
1921 гъэм,4
1920 гъэм,4
адыгэхэм ящыщу,4
театр гъуазджэм,4
дуней тетыкIэм,4
икIи япэ,4
Таймазов Артур,4
Хъурей Арсен,4
килограмми 120-м,4
Модзманашвили Давит,4
зэфIэкIымрэ хэзыгъахъуэ,4
хэзыгъахъуэ хущхъуэхэр,4
унафэщI Емуз,4
Мыхьэнэшхуэ зиIэ,4
щыхуащIэ IуэхущIапIэхэр,4
зэхуаку дэт,4
Куэд щIауэ,4
къытщIэхъуэ щIэблэм,4
теухуа тхыгъэ,4
махуэ гуэрым,4
халъхьэ зэхъуэкIыныгъэхэм,4
Хьэмырзэ Ахьмэд,4
Баку щекIуэкIа,4
къыщыпсалъэм къыхигъэщащ,4
категорие зиIэ,4
Кавказ Ищхъэрэр,4
Америкэм щыпсэу,4
сэкъат иIэхэм,4
гъуэгу захуэ,4
жыг хадэ,4
Табыщ Мурат,4
щекIуэкI лэжьыгъэм,4
Легион Динамо,4
щыпсэу адыгэ,4
зэманым абы,4
адыгэхэмрэ абазэхэмрэ,4
адыгэ Iуэхум,4
муслъымэн диныр,4
лэжьыгъэм кърикIуахэр,4
зыхэт гупым,4
Налшык ипподромым,4
2002 гъэм,4
адыгэ лъэпкъыр,4
социальнэ политикэмрэ,4
сурэт щIыныр,4
Куржы-Абхъаз зауэм,4
мэкъумэш IуэхущIапIэхэм,4
фIыуэ илъагъуу,4
Iуэху бгъэдыхьэкIэ,4
Сыт хуэдиз,4
пщIэ лей,4
Хэку зауэшхуэ,4
Аргун Олег,4
сэбэп мэхъу,4
Бгырыс республикэм,4
хъууэ аращ,4
Мечиев Кязим,4
саугъэтыр зыхуагъэфэща,4
бэнэкIэмкIэ Урысей,4
хуабжьу гугъу,4
къуажэхэм дэт,4
гъэм иужькIэщ,4
УФ-м ЕгъэджэныгъэмкIэ,4
школ №3-м,4
адэжь Хэкум,4
мастер Урыш,4
эпидемиологие щытыкIэм,4
Тхьэгъэлэдж Тимур,4
пашэныгъэр щиубыдащ,4
махуэм щегъэжьауэ,4
Союзымрэ Урысей,4
мыхьэнэ хэха,4
БлэкIа илъэсым,4
1983 гъэм,4
Театр лэжьакIуэхэм,4
жеIэ ФатIимэ,4
ехыжа нэужь,4
хэт сыт,4
гъуэгум зэрыщызекIуэ,4
Iэмал яIэнущ,4
мэздэгу адыгэхэм,4
къыдэкIуэтей щIэблэр,4
Егъэджэныгъэ IэнатIэм,4
БищIо Борис,4
Мэзкуу областым,4
Ленинград областым,4
адыгэ щIалэщIэр,4
Абыхэм яхэтт,4
Къандэхъу Леонид,4
Абы хохьэ,4
Iэмал иIэщ,4
2024 гъэ,4
Урысей Футбол,4
Iэтащхьэ Балъкъыз,4
лэжьыгъэм папщIэ,4
КъБР-м мэкъумэш,4
лъэпкъ проектхэмрэ,4
Адыгэ щэнхабзэм,4
Пять колец,4
къэрал бюджетым,4
пэж дыдэу,4
Къэрал концерт,4
щIы гектар,4
утыку кърихьащ,4
IэщIагъэлI ныбжьыщIэхэм,4
Апхуэдэу абы,4
социальнэ мыхьэнэ,4
уполномоченнэу КъБР-м,4
дэт Къэрал,4
Ауэ абыхэм,4
Япэ итхэм,4
гъэрэ щIырэ,4
ТIымыжь Хьэмыщэ,4
нобэрей гъащIэм,4
республикэм узыншагъэр,4
къалэм щиIэ,4
дунейпсо зэхьэзэхуэ,4
лэжьыгъэмрэ социальнэ,4
Сыжажэ Хьэсэн,4
Ищхъэрэм хыхьэ,4
Абы ирихьэлIэу,4
жиIащ Къэбэрдей-Балъкъэрым,4
псалъэхэр зыщIэлъ,4
тхылъыр хуагъэфэщащ,4
щIыпIэ самоуправленэмкIэ,4
УФ-м ЗыхъумэжыныгъэмкIэ,4
Псы къабзэ,4
япэ итахэм,4
Мэлгъэбэг деж,4
Адыгэ макъ,4
жиIащ УФ-м,4
Гамзатов Расул,4
хъуауэ зэкIэлъхьэужьу,4
гъэхэм ятещIыхьауэ,4
Къэрал киноконцерт,4
цIэр фIащащ,4
щхьэхуэхэм зэхъуэкIыныгъэхэр,4
сурэт зытрагъэхащ,4
1997 гъэм,4
япэ зэIущIэр,4
Балъкъэр лъэпкъым,4
1959 гъэм,4
зэрырикъур гъэлъэпIэным,4
Хьэсанэ Ислъам,4
лэжьэн щIидзащ,4
проектхэм япкъ,4
унафэщIу лэжьащ,4
зэхьэзэхуэм хэтыну,4
къыщалъхуа икIи,4
Къэбэрдей-Балъкъэрым щыIэ,4
Республикэр къызэрызэрагъэпэщрэ,4
Аргудан къуажэм,4
щэнхабзэ хъугъуэфIыгъуэхэр,4
Мутко Виталий,4
къызэгъэпэщакIуэ комитетым,4
къат куэду,4
2018 гъэхэм,4
уэрэд жыIэным,4
Ефремов Юрий,4
Хабзэ хъуауэ,4
хуэдэ зэманми,4
щIэныгъэрэ IэщIагъэрэ,4
Суд приставхэм,4
цIыхухэм щIэныгъэ,4
зэфIэкI щеплъыжащ,4
Iуэхугъуэ зыбжанэ,4
псоми фIыщIэ,4
Абы хэту,4
Прохладнэ къалэ,4
Iуэху еплъыкIэхэм,4
тонн мини,4
куэд хъу,4
Прохладнэ район,4
гъащIэм жыджэру,4
Афганистаным щекIуэкIа,4
псом щынэхъ,4
IэнатIэ зэмылIэужьыгъуэхэм,4
метр зэбгъузэнатIэу,4
Iэмал хъарзынэхэр,4
ХъутIэ Анзор,4
зауэшхуэм хэтахэм,4
унафэщI Къуэжей,4
зауэм хэкIуэда,4
Бахъсэн район,4
хэта псоми,4
Зэхуэсым хэтащ,4
щыгъуазэ ящIащ,4
сэбэп зыхэлъхэр,4
ныбжьыщIэ цIыкIухэм,4
теухуауэ щыIэ,4
гъуазджэмрэ щэнхабзэмрэ,4
Санкт-Петербург къалэм,4
мин бжыгъэ,4
къэрал унафэщIым,4
къафэ гъуазджэм,4
Адыгэ республикэм,4
щIалэгъуалэ театрым,4
Iуэхур зытетыр,4
гъэзэщIакIуэ властым,4
сабий академием,4
редактор нэхъыщхьэу,4
Урысей академием,4
икIи илъэс,4
узыншагъэм щыкIэлъыплъ,4
Алътуд Юрий,4
нэхъыщхьэ ХьэфIыцIэ,4
узыншагъэкIэ сэкъат,4
Говоров Сергей,4
лIыгъэмрэ хахуагъэмрэ,4
цIэрэ щхьэрэ,4
абы ипкъ,4
Iэтащхьэм жиIащ,4
Адыгей Республикэм,4
лъэпкъ пэхуэщIэм,4
зэблэкIыпIэхэмрэ яхуэфащэ,4
яхуэфащэ нагъыщэхэмкIэ,4
Курортхэмрэ туризмэмкIэ,4
зэпрыкIыпIэхэмрэ зэблэкIыпIэхэмрэ,4
Мэзкуу Къан,4
сабий садхэм,4
зэгъэпэщыжыныгъэ лэжьыгъэхэр,4
Федченкэ Людмилэ,4
олимп чемпион,4
хабзэ дахэ,4
Ислъэмей къуажэм,4
мини 10-м,4
Транспортымрэ гъуэгу,4
къэрал программэр,4
щекIуэкI дзэ,4
илъэс 30-м,4
къэрал IуэхущIапIэхэм,4
Ауэ иджы,4
командэ къыхэхахэм,4
пащхьэм щиIэ,4
Бэлэтокъуэ Владимир,4
кIэщIу тепсэлъыхьащ,4
тIэкIу нэхъ,4
IэщIагъэм фIыуэ,4
ящыщу цIыху,4
лъэпкъ литературэм,4
фэеплъым пщIэ,4
Тхыдэм къызэрыхэщыжымкIэ,4
акционер зэгухьэныгъэм,4
зыгъэзащIэу хэкIуэда,4
Iыхьлыхэмрэ благъэхэмрэ,4
Эмират Зэгуэтхэм,4
