template,freq
зэ*ауэ,50
уте*,50
*пэр,50
*фIщ,50
*ыфI,50
*хуамэ,50
псэу*,50
зыфIэ*,50
*гъуэщ,50
*жьи,50
зэтра*,50
езыгъэ*,50
къыжьэ*,50
су*,50
щIэз*,50
щхьэщы*,50
*шэм,50
къ*эным,50
ныбжь*,50
еу*,50
зиу*,50
пфIэ*,50
зэзгъэ*,50
*эфI,50
*хьыж,50
*лъмэ,50
*плI,50
дыкъыщI*,50
къ*х,50
къ*на,50
дыкъ*у,50
къитI*,50
пфI*,50
дыхь*,50
къы*эмэ,50
щы*эм,50
п*э,50
щы*т,49
щIэ*р,49
къа*т,49
*рауэ,49
щызы*,49
хэмы*,49
*агъэм,49
ды*т,49
*псэ,49
*шэр,49
*лажьэ,49
*плъу,49
*ахэмрэ,49
*ыгъэм,49
*сыну,49
и*кIэ,49
зэры*нур,49
хузэ*,49
къэгъэ*,49
зэ*т,49
Сызы*,49
сыпхуэ*,49
сра*,49
къ*ыжын,49
*ыхьу,49
у*хэм,49
*щIынщ,49
къы*ыж,49
дыте*,49
*Iамэ,49
къып*къым,49
Уэ*,49
*хьати,49
*лът,49
*агъум,49
сыкъ*ауэ,49
къызэфI*,49
хэкIу*,49
Дыкъ*,49
дыхьэ*,49
*экIауэ,49
п*и,49
къ*эжри,49
зэ*рэ,48
*-*урэ,48
*ншэм,48
*науэ,48
*дзащ,48
*псэу,48
*окI,48
*жьми,48
*ру,48
*кэм,48
гъуэгу*,48
игъэ*къым,48
япэ*,48
къы*хьэу,48
*ыфакъым,48
*хуж,48
зэ*хэм,48
*хьэрти,48
къы*щи,48
къате*,48
*ыкIауэ,48
ущ*,48
къызэрыхуэ*,48
*хам,48
къыIэ*,48
хуагъэ*,48
сыщIы*,48
щызгъэ*,48
*къуэу,48
*энури,48
*тэу,48
*тху,48
*эфынущ,48
*агъуэу,48
*хуэми,48
къ*мрэ,48
къ*жри,48
къыху*къым,48
къ*ыртэкъым,48
теплъ*,48
итI*,48
сыкъ*мэ,48
къы*нур,48
Сыкъы*,48
схуэ*ым,48
щызэхуэ*,48
къ*ыжа,48
укъ*а,48
Щхь*,48
дыкъ*ащ,48
я*а,47
*ышхуэр,47
я*рэ,47
зэда*,47
и*рт,47
*лъхэм,47
*тыну,47
*щIэж,47
*хъуэну,47
*ищэ,47
*кIуэж,47
къыпи*,47
дызэхуэ*,47
къэб*,47
къытхуа*,47
сахуэ*,47
*хэмрэщ,47
*ыжынущ,47
къыху*у,47
*фырт,47
*хуами,47
жыIэ*,47
къызэры*ым,47
*жырти,47
*увэ,47
трагъэ*,47
*шэн,47
зыкъри*,47
къэ*э,47
щIэлъ*,47
къау*,47
*хыурэ,47
щIалэ*,47
*жьэм,47
*тIми,47
*зэу,47
*дар,47
*фIэр,47
*хуэн,47
*хъуам,47
*агъун,47
*хурт,47
Гъу*,47
къ*жауэ,47
къ*рэт,47
къ*атэкъым,47
къ*хауэ,47
къэу*,47
къыщыз*,47
къысщI*,47
къ*эщ,47
жэ*,47
*кIуауэ,47
щыхуэ*,47
Пэ*,47
*жьэн,47
*щIамэ,47
яIэ*,47
къыды*,47
къыщы*кIэ,46
къысхуа*,46
по*,46
*ымкIи,46
фы*щ,46
къыхуэ*къым,46
*агъэ,46
*щхьэ,46
*нри,46
*ыщIэ,46
*сэр,46
*фынур,46
я*рт,46
и*мэ,46
къэв*,46
нэ*у,46
зэгуэ*,46
*цIыху,46
ды*эу,46
*шэну,46
сы*ам,46
зэрыхэ*,46
*лъэгъуащ,46
*пхъэщ,46
къы*эрэ,46
Укъы*,46
къу*щ,46
ды*рэ,46
зди*,46
ды*ауэ,46
къыс*ащ,46
щIэзы*,46
*щIыкI,46
сы*ху,46
*этащ,46
Ны*,46
*хьэхэр,46
*салъэ,46
*хьэнущ,46
*лъхьар,46
щI*…,46
къ*жа,46
къ*атэмэ,46
сIэщI*,46
фы*э,46
къ*щIауэ,46
къ*кIуэ,46
зыIу*,46
дыдэ*,46
мэ*э,46
*лIэри,46
къ*экI,46
къ*кIырт,46
къ*амрэ,46
сеп*,46
хуэп*,46
ЦI*,46
*ынкIи,45
*гъур,45
*ы,45
*рым,45
*къуэр,45
*ищыр,45
*шхуэт,45
гуащI*,45
е*ым,45
ды*ми,45
зы*и,45
фызы*,45
фIи*,45
*кIуэкI,45
*ыххэу,45
къыщI*ыр,45
сы*р,45
*тхэм,45
*щIэнщ,45
*ыжам,45
дыкъа*,45
*ыжакъым,45
*фIхэр,45
кIуэцI*,45
*плъэу,45
*тIысхьэри,45
*лъадэ,45
ут*,45
Къэс*,45
Сы*ым,45
телъ*,45
зэ*эу,45
*хъ,45
*кIыжа,45
*эда,45
*энырщ,45
*хуэрэ,45
къ*хьэри,45
къ*лъ,45
фI*у,45
щызэфI*,45
къыслъ*,45
къ*щIу,45
къ*хуауэ,45
къ*кI,45
у*эр,45
зы*эу,45
То*,45
шэ*,45
пса*,45
къ*энкIэ,45
Тхь*,45
дызэри*,44
зэ*а,44
зэры*мкIэ,44
щIэ*у,44
щызэры*,44
с*и,44
*уми,44
*хьт,44
щIы*ри,44
*ку,44
щIэ*къым,44
щрагъэ*,44
къызэры*ри,44
*еящ,44
у*ыну,44
къат*,44
Сы*ри,44
*тми,44
*уауэ,44
*щIынур,44
*тIысхьэ,44
*гъауэ,44
*щIкIэ,44
*нар,44
*мэщ,44
ху*т,44
*ыфынур,44
схуэ*къым,44
бын*,44
у*…,44
анэ*,44
пэры*,44
щыбгъэ*,44
*пIэмкIэ,44
*хьэкIэ,44
*схьащ,44
*эгъуам,44
*лърэ,44
*лъхьэну,44
хилъ*,44
къ*хъу,44
къ*экъым,44
гуфI*,44
у*ам,44
Iыхь*,44
къиу*,43
*гъащIэу,43
е*щ,43
Дызэры*,43
*ншэр,43
*хэр…,43
*кIуу,43
*жрэ,43
*мэм,43
*итIри,43
*щIхэм,43
фI*щ,43
ири*у,43
*эшхуэм,43
зыбгъэ*,43
Къыщы*,43
щы*и,43
къыумы*,43
я*мэ,43
зы*ми,43
сыб*,43
сынэ*,43
сы*м,43
сы*ну,43
ху*ащ,43
*ыжщ,43
*урт,43
*хьынщ,43
къы*эжащ,43
къы*энущ,43
фызэ*,43
*хьэжауэ,43
*щIурэ,43
щ*ри,43
*ыжыркъым,43
яригъэ*,43
пхуэ*къым,43
зыт*,43
сыIу*,43
п*рэ,43
*хыжу,43
Шэ*,43
къэ*р,43
*хьэт,43
*эжамэ,43
*лIат,43
*кIуэнур,43
*хуэну,43
*кIуэрт,43
*гъыу,43
*лъырт,43
къызыху*,43
къ*ащ…,43
пэщI*,43
къ*нэ,43
щIыхь*,43
къ*эхэр,43
Ха*,43
хэзы*,43
Пщы*,43
у*ху,43
къылъы*,43
*ыкIри,43
с*…,43
СыщI*,43
у*эмэ,43
укъ*ащ,43
*ыни,42
*аращ,42
щы*ар,42
фызэры*,42
*ыгъэ,42
*э-,42
*бзэу,42
*хьми,42
*жэ,42
*ыдзэм,42
*эгъу,42
*къыр,42
*лIым,42
*кэр,42
Па*,42
къэ*ар,42
зыхуа*,42
ни*,42
и*а,42
уз*,42
дригъэ*,42
*ыфыркъым,42
*хъуэж,42
сы*ыр,42
ды*ар,42
*лъэгъуар,42
*ыфынукъым,42
зыIэ*,42
*увэри,42
къы*хэри,42
къы*ртэкъым,42
зыхуигъэ*,42
щыIэ*,42
са*къым,42
*гъ,42
*ди,42
*хьэжын,42
*эни,42
*эжыным,42
*тIрэ,42
*нти,42
*агъумэ,42
*хьэным,42
*хьэнур,42
*эжынур,42
*кIынукъым,42
*хуэкIэ,42
*энутэкъым,42
къ*хьэну,42
Плъ*,42
тхьэм*,42
Къысху*,42
зэры*э,42
сызэ*,42
дэмы*,42
къыс*т,41
къы*ыркъым,41
сы*ат,41
зо*,41
пхуэс*,41
пхуэмы*,41
*щхьэм,41
*гъум,41
*щауэ,41
*чу,41
*е,41
*тIи,41
хьэлъ*,41
къежь*,41
къызэры*у,41
ямыгъэ*,41
къа*рэ,41
дзэ*,41
и*ауэ,41
*ынтэкъым,41
щ*м,41
щ*ым,41
*лъагъум,41
къ*ыжауэ,41
къы*ынущ,41
те*къым,41
зау*,41
Къы*у,41
зэ*ым,41
Сымы*,41
къызэфIэ*,41
Къысхуэ*,41
къыт*ащ,41
у*эм,41
къыт*ри,41
*лъми,41
Къыху*,41
Сып*,41
*ду,41
*агъури,41
*кIуэми,41
*кIыжын,41
*ыгъащ,41
*щIахэм,41
*экIам,41
*лъамэ,41
щI*рт,41
къ*ынт,41
Нэхъ*,41
*жьэну,41
семы*,41
Пхуэ*,41
фхуэ*,41
къ*кIын,41
къы*щIар,41
же*,41
тIэ*,41
къалъы*,41
къ*эртэкъым,41
къ*эрти,41
Ири*,40
*жщ,40
*агъкIэ,40
*мрэщ,40
яхуэмы*,40
*гу,40
*ыжьым,40
*зу,40
*щтэ,40
*хъуэн,40
*хункIэ,40
я*ми,40
*три,40
*ынуми,40
вгъэ*,40
у*ын,40
*пхъэ,40
Ды*у,40
Му*,40
щыдгъэ*,40
хуэ*т,40
фы*мэ,40
*шэри,40
зы*урэ,40
къы*хьауэ,40
къыхо*,40
къа*ауэ,40
т*ри,40
сыф*,40
*эх,40
*щIщ,40
*адэри,40
*ысхьащ,40
щыхэ*,40
*лыр,40
*шри,40
*эгъуэн,40
*кIуэмэ,40
*экIмэ,40
*умэ,40
*шам,40
*адэу,40
*щIэт,40
*дыр,40
*эгъуакъым,40
мылъ*,40
къ*нут,40
хьэщI*,40
къыплъ*,40
пцI*,40
къыпфI*,40
къ*эныр,40
ПщI*,40
гъа*,40
мо*,40
сы*эну,40
къызэригъэ*,40
уахуэ*,40
сыще*,40
*эхэрщ,40
зытра*,40
къафI*,40
къ*энукъым,40
щ*э,40
*тэрт,40
п*ри,40
якIэлъ*,40
елъ*,40
къэслъ*,40
къы*ыжри,39
къи*и,39
да*у,39
те*ым,39
зэра*р,39
*агъэр,39
*Iэр,39
*шым,39
*ум,39
*гъэр,39
*щIэкIэ,39
*пщIэ,39
*хами,39
*ыншэ,39
*уд,39
*псым,39
*срэ,39
*рыр,39
ягъэ*у,39
къызыте*,39
и*урэ,39
къэзмы*,39
фымы*,39
Зэхэ*,39
къэ*м,39
къыбгъэ*,39
щ*хэм,39
къыт*щ,39
*тэкъыми,39
яхуэ*къым,39
къэ*ми,39
къыху*ри,39
къы*нущ,39
Схуэ*,39
*эншэу,39
къы*ркъым,39
тфIэ*,39
*лъхьэн,39
Ущы*,39
*трэ,39
къы*нкIэ,39
уэзгъэ*,39
*тIкIэ,39
ири*къым,39
*эщI,39
хуэгъэ*,39
*кIуэщ,39
*лъэнщ,39
*пIэмрэ,39
*жьат,39
*гъанэ,39
*лъыж,39
*эжыртэкъым,39
*лъыну,39
*пщIащ,39
*лIэрт,39
*Iуащ,39
*жьэмэ,39
зыкъ*у,39
укъ*къым,39
щI*ауэ,39
жыпI*,39
къ*жырт,39
къ*хьэн,39
Фыкъ*,39
кIа*,39
къы*щI,39
зыу*,39
Тхьэ*,39
къыщигъэ*,39
*щащ,39
къ*эху,39
къыт*э,39
джэгу*,39
къыбгъэдэ*,39
*хьахэр,39
зэкъу*,39
къыдэп*,39
итхьэ*,39
сIэ*,39
слъагъ*,39
зекIу*,39
*цIэ,38
с*ри,38
щIы*ыр,38
Сы*мэ,38
къысхуэ*къым,38
къыхуэмы*,38
*ея,38
*ейхэм,38
*хьщ,38
*ныкъуэ,38
*Iуэу,38
*бгъу,38
*дзэр,38
*ууэ,38
*сэм,38
*сыж,38
Ды*щ,38
къуажэ*,38
дызэ*у,38
У*къым,38
зэры*ынур,38
сы*кIэ,38
*жькIэ,38
зэры*ми,38
зы*н,38
сыкъе*,38
къри*ым,38
щIэ*щ,38
хуэзы*,38
*укI,38
апхуэ*,38
дыщ*,38
лъ*ри,38
*плъа,38
е*и,38
къыщра*,38
къэ*…,38
къыс*мэ,38
*фащ,38
хьэ*хэр,38
*щми,38
щIэу*,38
у*нщ,38
къы*хыу,38
хе*,38
зэрыгъэ*,38
п*т,38
нэхъыжь*,38
нэщхъ*,38
с*э,38
къи*экъым,38
зэмы*,38
*энуми,38
*хьари,38
зыкъ*ащ,38
къ*та,38
фIыцI*,38
заху*,38
къ*хэу,38
къ*жыну,38
къ*ным,38
лъ*хэр,38
Сы*э,38
Илъ*,38
къ*жьа,38
къыпщI*,38
къ*амкIэ,38
куэ*,38
щыщIа*,38
къы*экъым,38
Фа*,38
ла*,38
къы*щIэ,38
сыны*,38
*агъуэр,38
къы*кIар,38
къы*щIа,38
*эфынукъым,38
фыщI*,38
къар*,38
щI*а,38
ирихьэ*,38
къы*хуар,38
*хат,38
къ*щIам,38
щIэт*,38
зэкIэ*,38
ящ*,38
мыкIу*,38
зимы*,37
*бзэр,37
Йо*,37
*гъуу,37
*къур,37
*лъхэр,37
*ейщ,37
*бзэкIэ,37
*бий,37
*эжьым,37
*зым,37
*плъащ,37
нэ*хэм,37
*ткIэ,37
Ш*,37
щы*рт,37
къысхуэ*ым,37
Къэз*,37
ири*ым,37
щIэ*ым,37
къы*х,37
се*къым,37
укъызэ*,37
къэдгъэ*,37
ды*рт,37
*нутэкъым,37
ят*,37
ху*и,37
яхуэ*у,37
у*хэр,37
*эрат,37
Ща*,37
Щи*,37
*фIи,37
*журэ,37
т*т,37
зэ*ми,37
къыс*щ,37
*хьрэ,37
*щIэмрэ,37
зэщIа*,37
дахэ*,37
къип*,37
хагъэ*,37
*этри,37
къыс*э,37
пщэ*,37
къыде*,37
*щкIэ,37
*кIуэрэ,37
*жьын,37
*этыр,37
*щрэ,37
*ыс,37
*тэну,37
*лIэр,37
къ*хьэр,37
ирилъ*,37
щI*кIэ,37
кър*,37
икIу*,37
къ*хьырт,37
щI*эри,37
пхъу*,37
щыхъу*,37
къыIэщIэ*,37
пэщIэ*,37
хущIэ*,37
*кIыртэкъым,37
джа*,37
къызэрыщIэ*,37
зэгъэ*,37
тезы*,37
*элIа,37
къы*хуа,37
къ*эжауэ,37
*хыжри,37
лъакъу*,37
къ*щIыр,37
къап*,37
п*…,37
Слъ*,37
хь*хэр,37
сызэри*,36
къыщIе*,36
*щэу,36
къы*ыжащ,36
*ыгъуэу,36
*итIрэ,36
*дж,36
къыпхуэмы*,36
схуэмы*,36
*итIми,36
*благъэ,36
дэзы*,36
*гъазэ,36
*шэж,36
*скIэ,36
хыхь*,36
пщыкIу*,36
*пхъэр,36
*нуми,36
къа*р,36
*ынумэ,36
яхуэ*ым,36
И*ым,36
*мэу,36
*пэу,36
я*урэ,36
зыдэ*,36
*лъагъуну,36
*хужащ,36
*хумэ,36
*тх,36
*гъэувэ,36
*ыжыным,36
къа*мэ,36
*еяуэ,36
С*ым,36
ды*р,36
гуп*,36
макъ*,36
*Iуу,36
*эжащи,36
*защ,36
зы*ыну,36
къы*ынщ,36
*лъхьэр,36
щIы*ар,36
*ахэу,36
зэрыщи*,36
*мыкIыу,36
и*р,36
*хьэныр,36
къызыхэ*,36
щIэд*,36
дыкъыщы*,36
Бгъэ*,36
*ши,36
Ла*,36
сы*эри,36
пкъ*,36
*эу…,36
*щIэурэ,36
бу*,36
*Iакъым,36
*дам,36
*пщIым,36
*хуэмэ,36
*эжкIэ,36
къ*ынут,36
къэлъ*,36
къ*хьат,36
къ*мкIэ,36
закъу*,36
кIэщI*,36
къэзылъ*,36
къ*ыху,36
Сыху*,36
къ*хуэ,36
къысху*къым,36
къ*хьэм,36
къ*лIа,36
зэрыхъу*,36
къ*хыну,36
ху*э,36
Укъэ*,36
зэрыбгъэ*,36
я*эу,36
икъу*,36
*жьэрт,36
сыкъ*а,36
къ*жын,36
*ыхьын,36
къ*кIам,36
*эжырти,36
къащхьэ*,36
къ*щIыну,36
къ*хуам,36
щхь*щ,36
схузэфI*,36
сыкъ*ар,36
итхь*,36
къы*ыжу,35
*ыхукIэ,35
къо*ри,35
къа*ыр,35
къи*т,35
къыпхуа*,35
за*у,35
зэ*мэ,35
*ырат,35
*хэр-щэ,35
*ыкIэ,35
*ыкIэм,35
*сщ,35
*плъыр,35
*джэу,35
*хьхэр,35
*джэр,35
*зри,35
*фыркъым,35
я*ну,35
ухэ*,35
е*э,35
Iуи*,35
зы*ым,35
зэрыща*,35
къызэры*ыр,35
къ*ыу,35
*ар…,35
с*т,35
*кIэ…,35
*фар,35
*лъагъун,35
*ыфыр,35
къы*ахэр,35
сыкъы*у,35
*фынут,35
*шын,35
къу*у,35
фIа*,35
Сызэры*,35
хуо*,35
ми*,35
къы*хащ,35
*къуу,35
хужь*,35
адэ*,35
узэре*,35
Лъа*,35
Уи*,35
къы*хьэри,35
*тт,35
*хъуат,35
*апIэр,35
*эжми,35
*эдауэ,35
*къуауэ,35
щIал*,35
лъэп*,35
къ*хъуащ,35
къищI*,35
къыпщ*,35
къ*хъуэ,35
къ*хын,35
къ*кIри,35
щылъ*,35
ныщI*,35
Игъэ*,35
щыд*,35
Къыдэ*,35
къыфхуэ*,35
Сыно*,35
ущIы*,35
ФIэ*,35
*ыкIын,35
къ*лIэ,35
уп*,35
тегъэ*,35
лъ*ым,35
ихъу*,35
хуэт*,35
игъэтIы*,35
лэжьа*,35
къыспэ*,35
итIы*,35
илъагъ*,35
къыщалъ*,35
къыжри*,34
къызэ*ри,34
у*рт,34
къи*ащ,34
зы*ын,34
я*…,34
*шхуэри,34
къызэры*рэ,34
*уэу,34
*анэ,34
*пащ,34
*иплI,34
*ейхэр,34
*к,34
*ыбзэ,34
ин*,34
Зе*,34
пе*,34
къе*ым,34
нэ*хэр,34
лъэ*щ,34
фыкъэ*,34
къы*нщ,34
сакъы*,34
хэгъэ*,34
и*ми,34
зыщIа*,34
зыз*,34
къы*хь,34
*гъакIуэ,34
*еину,34
*жыныр,34
къ*щ…,34
Ф*,34
къытху*къым,34
ху*рэ,34
*щIати,34
къы*кIыр,34
*тIысхьащ,34
къы*ыным,34
*ынури,34
игъэ*ым,34
къы*тэкъым,34
къы*эт,34
е*т,34
Жэ*,34
щIэ*ри,34
ды*и,34
сыздэ*,34
п*мэ,34
щIимы*,34
КIэ*,34
зып*,34
Ус*,34
къэф*,34
сызыху*,34
*пщIэу,34
*эщIу,34
*щIэнущ,34
*щIари,34
*Iуа,34
*ыхъуэ,34
*эжщ,34
*щIынущ,34
къ*аи,34
къыщI*ым,34
Ды*э,34
къыщылъ*,34
къ*са,34
къ*ша,34
къ*ахэри,34
къ*лъащ,34
зыпэ*,34
къа*экъым,34
къызэрыте*,34
и*эу,34
Iуа*,34
къ*кIат,34
*эхэрт,34
уфI*,34
зэщ*,34
тфI*,34
къыфху*,34
зэкIу*,34
кърихьэ*,34
къы*хьам,34
*щIыжу,34
къ*кIи,34
къ*ахэщ,34
хь*у,34
яхузэфI*,34
упэ*,34
*схьэри,34
щIэтI*,34
щыхь*,34
*1,33
*ыщэ,33
ЛIы*,33
ирегъэ*,33
дэ*у,33
къыхуэ*у,33
*ейми,33
*фIт,33
*ща,33
*лIам,33
*нури,33
*Iэм,33
*дым,33
*жьымрэ,33
*ракъым,33
зызо*,33
*жьт,33
зэхуи*,33
Унэ*,33
*шх,33
*нумэ,33
къы*арэ,33
къ*ымрэ,33
*ухэм,33
*арэт,33
щы*хэм,33
*шхыу,33
У*ым,33
*хьэртэкъым,33
у*кIи,33
псалъэ*,33
*ыфынут,33
*хъэу,33
сыпэ*,33
нэ*т,33
*ыжыртэкъым,33
Узы*,33
хэ*ым,33
яIэщIэ*,33
сызэры*р,33
Адыгэ*,33
къедгъэ*,33
зэрихь*,33
*хьэнкIэ,33
*эта,33
къы*лъэ,33
щра*,33
хуэ*экъым,33
*плъэр,33
хуи*ым,33
*эIу,33
*эхукIэ,33
*лъэщ,33
*хуари,33
*лIэмэ,33
*лъэурэ,33
зэщI*у,33
къ*хьащи,33
зыкъыху*,33
къигъэлъ*,33
къут*,33
зэбгр*,33
къ*ыжырт,33
*хуэрт,33
къ*нум,33
къ*жыр,33
къытехь*,33
П*ым,33
сы*экъым,33
къ*ауи,33
къы*кIи,33
хуэ*э,33
*гъуэн,33
хьэ*щ,33
къэ*ыр,33
*жьыну,33
дыбгъэ*,33
сызэре*,33
са*ым,33
къыкIэры*,33
къ*экIа,33
къ*экIыу,33
къ*лъэ,33
къ*экIащ,33
хъуэ*,33
*хуати,33
къы*хьэр,33
къоп*,33
уеп*,33
п*хэр,33
къытщы*,33
дихь*,33
ирахь*,33
*……,33
зигъэ*у,32
зыкъа*,32
*ка,32
*фIхэм,32
*ыгъэкIэ,32
*укIэ,32
*эхэ,32
дызэры*р,32
*цэ,32
согъэ*,32
напэ*,32
я*р,32
къыпа*,32
хуэз*,32
зезгъэ*,32
*шхуэрэ,32
ущи*,32
къызэте*,32
Дыщы*,32
зэрырагъэ*,32
*фынутэкъым,32
яху*къым,32
драгъэ*,32
къы*кI,32
у*эрэ,32
*хыжыну,32
*бжэр,32
къари*,32
зы*рт,32
къы*хьэну,32
зэIы*,32
къызэIу*,32
*лъэгъуам,32
къы*ха,32
*хыным,32
*дзу,32
*лъхьауэ,32
зрегъэ*,32
зы*т,32
*ртэкъыми,32
хэщI*,32
*щIт,32
П*э,32
*тэри,32
тхузэ*,32
къыс*ауэ,32
къызэрыдэ*,32
къызэрызэ*,32
*ысхьэри,32
*плъэм,32
къызэримы*,32
*энри,32
*эгъуэну,32
*кIуэкIэ,32
*ыхуу,32
*энумэ,32
*лъэмэ,32
*эжыху,32
*лIэм,32
*фIэм,32
*лъакъым,32
*хуми,32
къыхуигъэ*,32
*къуа,32
*экIынур,32
къ*ращ,32
гукъ*,32
къ*ымкIэ,32
къ*кIыурэ,32
лъ*къым,32
къ*хьри,32
къ*хур,32
т*хэр,32
къ*щIэу,32
т*хэм,32
ехъу*,32
къызэхъу*,32
къ*ныр,32
УщI*,32
Та*,32
*энтэкъым,32
Бы*,32
хуэ*и,32
къа*и,32
плъы*,32
къыщыщIэ*,32
зезы*,32
*хынур,32
мыхьэ*,32
щыпэ*,32
сыкъ*ым,32
къ*ынукъым,32
къыщI*эр,32
щ*эм,32
*эфынур,32
*ыхьри,32
*ыкIырт,32
Укъ*у,32
зыдгъэ*,32
т*э,32
щIэтIы*,32
къикIу*,32
къеплъ*,32
кърахь*,32
*жт,31
къы*кIауэ,31
къы*эркъым,31
Къы*ри,31
Зэ*у,31
къе*ри,31
дэ*ым,31
къызыхуэ*,31
*хэм…,31
*лъэхэм,31
*лым,31
*бгъум,31
*дзэм,31
*ыжьыр,31
*-щэ,31
*пщ,31
*ыгъэмрэ,31
*жьэрэ,31
къалэ*,31
пхъэ*,31
зы*мэ,31
къы*жри,31
къа*рт,31
Уе*,31
сыкъигъэ*,31
яху*у,31
щ*хэр,31
*нрэ,31
жаIэ*,31
къы*жауэ,31
къы*ырти,31
укъы*у,31
ду*,31
къу*хэм,31
къу*ым,31
къыуи*,31
укъыт*,31
*эщIэ,31
*уэрэ,31
у*нущ,31
*дзэн,31
къыщы*у,31
къыщIо*,31
из*,31
зэрыригъэ*,31
къы*къэ,31
къис*,31
*лъэрэ,31
сыкъэп*,31
къызда*,31
т*и,31
*щIэркъым,31
*хыжа,31
къэ*кIэ,31
къы*лъ,31
*лъыхь,31
къри*къым,31
да*къым,31
*зи,31
къыпте*,31
*хьэжынщ,31
ЩIи*,31
*тIымрэ,31
*энрэ,31
*тэрэ,31
*гъуэри,31
*кIуэхэри,31
*этэкъым,31
*хьэзыр,31
*экIат,31
*лъхьам,31
*пщIа,31
*пIэрэ,31
*тI-щы,31
*эххэу,31
сылъ*,31
щIыху*,31
укъ*рэ,31
къ*с,31
щI*урэ,31
дыкъ*ри,31
дыкъ*а,31
зэпэщI*,31
къытщI*,31
Узэры*,31
щхъу*,31
къ*лъхьэ,31
зэрыфI*,31
*сырт,31
Мо*,31
гъуа*,31
къы*амкIэ,31
щхьэ*щ,31
зы*эр,31
еджа*,31
хьэ*у,31
къы*эжу,31
укъыщы*,31
*эр…,31
гугъэ*,31
тезгъэ*,31
къы*амрэ,31
сыкъ*рэ,31
хь*хэм,31
къащIэ*,31
къапэ*,31
п*ми,31
якIэ*,31
яхъу*,31
зы*эну,31
зэхэт*,31
игъэтI*,31
яхузэ*,31
къит*,31
гущI*,31
*………,31
*агъымрэ,30
*агъи,30
къызэ*у,30
*фэм,30
*щхьэр,30
*нхэм,30
*гъи,30
*ур,30
*нэрэ,30
*гъыр,30
*фэу,30
*ыкIэр,30
*ун,30
*хьэнукъым,30
*дэн,30
*гъуэрэ,30
*хакъым,30
жан*,30
кIыхь*,30
хуэхъу*,30
пIэ*,30
зызыгъэ*,30
У*м,30
*Iуауэ,30
къри*у,30
узи*,30
и*хэм,30
фыхуэ*,30
къэ*ын,30
сы*ти,30
къызэмы*,30
*хьэлIэ,30
*ыкIар,30
*мыщI,30
къигъэ*ым,30
зэры*мрэ,30
ды*кIэ,30
*джа,30
зэрыз*,30
*гъаджэ,30
узыгъэ*,30
къыт*мэ,30
Шу*,30
у*урэ,30
къып*мэ,30
зэрахуэ*,30
ириу*,30
хьэ*хэм,30
*дэну,30
*щIыкIыу,30
Зы*у,30
къыхэс*,30
Къызэры*,30
кхъухь*,30
зауэ*,30
ныбжьэгъу*,30
чэ*,30
Iэ*у,30
зытригъэ*,30
къимыгъэ*,30
сащы*,30
си*ым,30
зыкъригъэ*,30
сы*эщ,30
*ст,30
*еин,30
*ащIэ,30
*лъхуа,30
*щIащи,30
*эжынукъым,30
*хьынур,30
*къун,30
*ныгъэхэм,30
*плIым,30
къ*ынщи,30
пхузэфI*,30
щызэщI*,30
къыщI*къым,30
къ*хар,30
сыхъу*,30
IуэхущI*,30
сызыхуэ*,30
щIилъ*,30
къызыкъу*,30
техь*,30
ягъэкIу*,30
Згъэ*,30
ягъэ*къым,30
СыщIэ*,30
къы*энукъым,30
зэрыдэ*,30
зы*акъым,30
хэкIуэ*,30
пху*къым,30
щызе*,30
*щIыжащ,30
къытте*,30
къ*хьыну,30
Ягъэ*,30
уса*,30
п*кIэ,30
ягъэтIы*,30
Iуп*,30
жыхуэ*,30
къэтI*,30
плъагъ*,30
тепсэлъы*,30
щхь*у,30
хь*щ,30
щекIу*,30
*увэж,29
йо*ри,29
къызэ*ащ,29
къыпхуэ*къым,29
П*у,29
зэра*ым,29
къэ*урэ,29
*фэр,29
*бэр,29
*Iуатэ,29
*убыд,29
*ыбзэм,29
*къуэщ,29
*ыдзэр,29
сы*щи,29
зэ*и,29
*ынри,29
Къуэ*,29
фIэ*щ,29
ды*…,29
згъэ*къым,29
ща*ым,29
щи*ым,29
ди*ым,29
симы*,29
хэ*къым,29
ЩIа*,29
гу*у,29
изы*,29
Къэзы*,29
схуэ*у,29
зэдгъэ*,29
уа*у,29
зэ*урэ,29
у*ныр,29
С*у,29
къ*жыртэкъым,29
С*къым,29
*ыжрэ,29
ху*р,29
зэ*р,29
зыIэщIэ*,29
къы*жа,29
*сат,29
*хьыжащ,29
*хьэх,29
*гъазэу,29
ху*рт,29
ды*урэ,29
къыщIы*ар,29
*лъэгъуауэ,29
*нам,29
*итI-щы,29
къу*хэр,29
зы*щIэ,29
Ире*,29
изо*,29
зэры*эу,29
*жынт,29
*гъэува,29
къыщы*къым,29
сыкъы*ащ,29
щригъэ*,29
*хырт,29
джэ*,29
дып*,29
*ыжынукъым,29
уа*мэ,29
Лэжь*,29
плъыжь*,29
хэку*,29
сыщи*,29
*эшхуэр,29
*хъэр,29
Щэ*,29
бжэ*,29
*удащ,29
*тхум,29
ялъэ*,29
*гъун,29
*къуэри,29
*эжкъым,29
*ейт,29
*экIыурэ,29
*мэн,29
*хунщ,29
*лъэхэр,29
*фIэт,29
*накъым,29
*эхуащ,29
*эжыныр,29
*хыркъым,29
